תאריך,שער,פתיחה,גבוה,נמוך,נפח,שינוי %,,,,,,
15.06.2018,167.81,167.24,167.87,166.53,24.92M,0.03%,,,,,,
14.06.2018,167.76,167.49,167.84,166.61,19.25M,0.53%,,,,,,
13.06.2018,166.87,167.77,167.87,166.62,19.85M,-0.39%,,,,,,
12.06.2018,167.53,166.92,167.94,166.73,16.17M,0.46%,,,,,,
11.06.2018,166.77,166.64,167.11,166.29,15.92M,0.15%,,,,,,
08.06.2018,166.52,166.06,166.61,165.76,17.57M,0.30%,,,,,,
07.06.2018,166.02,167.11,167.23,165.23,17.57M,-0.55%,,,,,,
06.06.2018,166.93,165.71,166.93,165.58,16.66M,0.72%,,,,,,
05.06.2018,165.73,164.55,165.77,164.34,13.28M,0.62%,,,,,,
04.06.2018,164.71,164.32,164.71,163.32,14.84M,0.53%,,,,,,
01.06.2018,163.84,163.83,164.38,163.28,21.11M,0.66%,,,,,,
31.05.2018,162.77,164.08,164.38,162.34,28.57M,-0.80%,,,,,,
30.05.2018,164.08,162.36,164.39,162.36,25.17M,1.58%,,,,,,
29.05.2018,161.52,160.88,162.23,160.11,20.99M,-0.14%,,,,,,
25.05.2018,161.74,161.75,162.16,161.47,11.15M,-0.18%,,,,,,
24.05.2018,162.03,161.92,162.35,160.62,12.79M,0.04%,,,,,,
23.05.2018,161.97,161.33,162.28,161.13,14.24M,0.13%,,,,,,
22.05.2018,161.76,163.26,163.33,161.63,13.21M,-0.72%,,,,,,
21.05.2018,162.94,162.37,163.24,162.36,15.67M,0.66%,,,,,,
18.05.2018,161.87,161.95,162.32,161.55,17.58M,0.13%,,,,,,
17.05.2018,161.66,161,162,160.75,18.64M,0.46%,,,,,,
16.05.2018,160.92,159.49,161.32,159.47,21.00M,1.04%,,,,,,
15.05.2018,159.26,158.71,159.59,158.17,17.54M,0.02%,,,,,,
14.05.2018,159.23,160.02,160.69,159.05,15.03M,-0.38%,,,,,,
11.05.2018,159.84,159.55,160.13,159.04,14.41M,0.19%,,,,,,
10.05.2018,159.53,158.9,160.17,158.75,15.83M,0.54%,,,,,,
09.05.2018,158.68,158.01,159.1,157.38,15.76M,0.54%,,,,,,
08.05.2018,157.83,156.92,157.83,156.75,17.28M,0.50%,,,,,,
07.05.2018,157.05,156.19,157.86,156.1,16.30M,0.85%,,,,,,
04.05.2018,155.73,153.26,156.5,152.8,17.93M,1.25%,,,,,,
03.05.2018,153.81,154.11,154.5,152.16,20.99M,-0.54%,,,,,,
02.05.2018,154.65,153.78,155.78,153.68,16.79M,0.38%,,,,,,
01.05.2018,154.07,153.01,154.29,151.71,24.98M,0.49%,,,,,,
30.04.2018,153.32,155.02,155.65,153.29,15.62M,-0.89%,,,,,,
27.04.2018,154.69,154.88,155.37,153.78,17.73M,-0.14%,,,,,,
26.04.2018,154.91,154.42,155.41,153.94,14.86M,0.46%,,,,,,
25.04.2018,154.2,154.36,154.8,152.96,21.98M,-0.15%,,,,,,
24.04.2018,154.43,155.9,156.63,153.19,24.86M,-0.57%,,,,,,
23.04.2018,155.32,155.78,156.29,154.57,13.27M,-0.15%,,,,,,
20.04.2018,155.55,156.05,156.72,155.15,21.48M,-0.54%,,,,,,
19.04.2018,156.39,157.14,157.54,155.88,16.17M,-0.69%,,,,,,
18.04.2018,157.48,157.52,158.38,157.16,16.97M,0.27%,,,,,,
17.04.2018,157.06,156.21,157.49,155.96,18.62M,1.09%,,,,,,
16.04.2018,155.37,154.84,155.82,154.11,18.85M,0.92%,,,,,,
13.04.2018,153.95,155.29,155.33,153.51,19.81M,-0.52%,,,,,,
12.04.2018,154.76,154.43,155.41,153.93,14.41M,0.68%,,,,,,
11.04.2018,153.71,152.78,154.31,152.63,14.88M,0.22%,,,,,,
10.04.2018,153.38,152.14,153.95,151.67,24.73M,1.89%,,,,,,
09.04.2018,150.54,151.4,152.6,150.42,19.00M,0.12%,,,,,,
06.04.2018,150.36,152.37,153.4,149.15,25.76M,-1.99%,,,,,,
05.04.2018,153.42,153.04,153.61,152.32,17.30M,0.83%,,,,,,
04.04.2018,152.16,148.5,152.58,148.27,29.62M,1.27%,,,,,,
03.04.2018,150.25,149.02,150.6,148.3,29.86M,1.43%,,,,,,
02.04.2018,148.13,151.52,152.07,147.18,35.04M,-2.44%,,,,,,
29.03.2018,151.83,151.08,153.1,150.75,24.21M,1.01%,,,,,,
28.03.2018,150.31,150.74,151.35,149.39,26.51M,-0.03%,,,,,,
27.03.2018,150.36,153.66,153.7,149.71,32.82M,-1.94%,,,,,,
26.03.2018,153.33,152.09,153.38,150.43,28.44M,2.19%,,,,,,
23.03.2018,150.05,153.56,154.13,150,35.74M,-2.15%,,,,,,
22.03.2018,153.35,155.66,156.62,153.31,29.77M,-2.42%,,,,,,
21.03.2018,157.15,156.32,158.26,156.2,22.21M,0.58%,,,,,,
20.03.2018,156.24,156.67,157.02,155.77,11.42M,-0.03%,,,,,,
19.03.2018,156.28,157.17,157.21,154.45,25.66M,-0.96%,,,,,,
16.03.2018,157.8,156.98,158.27,156.75,36.00M,0.56%,,,,,,
15.03.2018,156.92,158.1,158.14,156.37,14.17M,-0.50%,,,,,,
14.03.2018,157.71,159.22,159.39,157.41,18.10M,-0.47%,,,,,,
13.03.2018,158.46,160,160.3,158.14,17.76M,-0.46%,,,,,,
12.03.2018,159.2,159.25,159.65,158.49,15.31M,0.18%,,,,,,
09.03.2018,158.92,157.31,159,156.87,24.93M,1.60%,,,,,,
08.03.2018,156.42,156.9,157.47,155.5,23.39M,-0.20%,,,,,,
07.03.2018,156.74,154.46,156.93,154.22,22.68M,0.88%,,,,,,
06.03.2018,155.37,154.43,155.39,152.8,17.30M,1.08%,,,,,,
05.03.2018,153.71,151.82,154.26,151.47,19.60M,0.89%,,,,,,
02.03.2018,152.35,148.71,152.75,148.4,31.84M,1.60%,,,,,,
01.03.2018,149.95,150.05,151.57,148.38,38.94M,-0.27%,,,,,,
28.02.2018,150.35,153.14,153.6,150.31,29.95M,-1.58%,,,,,,
27.02.2018,152.76,155.18,155.88,152.75,18.13M,-1.44%,,,,,,
26.02.2018,154.99,154.53,155.26,153.47,15.27M,0.66%,,,,,,
23.02.2018,153.98,152.98,154.02,152.15,18.07M,1.30%,,,,,,
22.02.2018,152,152.81,154.03,151.91,16.34M,-0.16%,,,,,,
21.02.2018,152.24,152.42,154.81,152.01,26.74M,0.11%,,,,,,
20.02.2018,152.08,152.55,153.77,151.67,24.05M,-0.82%,,,,,,
16.02.2018,153.34,152.61,154.29,152.54,27.97M,0.35%,,,,,,
15.02.2018,152.8,152.22,152.87,150.56,23.77M,1.09%,,,,,,
14.02.2018,151.15,147.63,151.52,147.18,36.29M,1.80%,,,,,,
13.02.2018,148.48,147.38,148.79,146.9,25.02M,0.22%,,,,,,
12.02.2018,148.16,146.92,148.92,145.48,36.21M,0.95%,,,,,,
09.02.2018,146.77,146.76,147.94,142.5,53.32M,0.91%,,,,,,
08.02.2018,145.44,149.99,150,145.44,44.70M,-2.94%,,,,,,
07.02.2018,149.84,149.61,150.79,148.61,37.10M,0.10%,,,,,,
06.02.2018,149.69,145.53,150.37,144.24,69.23M,1.20%,,,,,,
05.02.2018,147.92,152.67,153.79,147.86,52.62M,-3.84%,,,,,,
02.02.2018,153.83,156.13,156.15,153.51,33.31M,-1.93%,,,,,,
01.02.2018,156.85,155.73,157.21,155.53,21.41M,0.31%,,,,,,
31.01.2018,156.36,157.74,158.42,155.92,26.18M,-0.52%,,,,,,
30.01.2018,157.18,157.66,158.22,156.73,24.53M,-0.96%,,,,,,
29.01.2018,158.7,159.06,159.86,158.62,18.29M,-0.56%,,,,,,
26.01.2018,159.6,159.53,159.69,158.77,16.12M,0.36%,,,,,,
25.01.2018,159.03,159.64,159.91,158.21,20.29M,0.04%,,,,,,
24.01.2018,158.97,160.36,160.62,158.4,20.34M,-0.62%,,,,,,
23.01.2018,159.96,159.24,160.3,158.67,16.90M,0.32%,,,,,,
22.01.2018,159.45,158.4,159.45,158.31,12.70M,0.54%,,,,,,
19.01.2018,158.6,156.73,158.69,156.55,31.04M,1.32%,,,,,,
18.01.2018,156.54,157.22,157.5,156.39,17.90M,-0.69%,,,,,,
17.01.2018,157.62,156.8,157.94,156.28,18.57M,0.95%,,,,,,
16.01.2018,156.14,158.86,159.41,155.8,27.70M,-1.28%,,,,,,
12.01.2018,158.16,157.68,158.86,157.47,24.09M,0.42%,,,,,,
11.01.2018,157.5,155.07,157.66,154.98,26.52M,1.72%,,,,,,
10.01.2018,154.84,154.47,155.17,153.92,18.52M,0.01%,,,,,,
09.01.2018,154.82,155.24,155.5,154.73,16.57M,-0.14%,,,,,,
08.01.2018,155.03,154.73,155.27,153.5,18.46M,0.16%,,,,,,
05.01.2018,154.79,154.88,154.98,153.94,19.88M,0.21%,,,,,,
04.01.2018,154.47,154.97,155.15,154.02,14.21M,0.27%,,,,,,
03.01.2018,154.06,153.87,154.46,153.52,21.84M,0.10%,,,,,,
02.01.2018,153.9,153.2,153.97,152.46,20.49M,0.94%,,,,,,
29.12.2017,152.46,154.15,154.15,152.39,21.01M,-0.83%,,,,,,
28.12.2017,153.73,153.24,153.75,153.01,10.17M,0.39%,,,,,,
27.12.2017,153.13,153.21,153.95,152.81,15.95M,-0.10%,,,,,,
26.12.2017,153.28,153,153.43,152.9,11.95M,0.06%,,,,,,
22.12.2017,153.19,153.38,153.39,152.8,13.60M,-0.18%,,,,,,
21.12.2017,153.47,153.24,154.02,153.08,16.77M,0.06%,,,,,,
20.12.2017,153.38,153.75,153.94,152.84,19.04M,0.20%,,,,,,
19.12.2017,153.08,154.75,154.77,152.82,24.31M,-0.79%,,,,,,
18.12.2017,154.3,153.67,154.72,153.46,22.71M,1.35%,,,,,,
15.12.2017,152.24,151.05,153.25,150.58,42.85M,1.43%,,,,,,
14.12.2017,150.1,151.85,152.2,149.64,32.88M,-1.11%,,,,,,
13.12.2017,151.78,150.81,152.71,150.81,30.08M,0.60%,,,,,,
12.12.2017,150.88,151.7,151.93,150.82,25.85M,-0.31%,,,,,,
11.12.2017,151.35,151.68,152.13,151.02,26.65M,-0.04%,,,,,,
08.12.2017,151.41,151.89,152.28,151.28,20.83M,0.09%,,,,,,
07.12.2017,151.27,150.32,151.89,150.02,29.68M,0.70%,,,,,,
06.12.2017,150.22,150.82,151.19,149.95,21.27M,-0.47%,,,,,,
05.12.2017,150.93,152.95,152.96,150.92,29.67M,-1.00%,,,,,,
04.12.2017,152.45,154.9,155.41,152.3,36.37M,-0.37%,,,,,,
01.12.2017,153.02,153.67,153.71,148.75,62.73M,-0.41%,,,,,,
30.11.2017,153.65,154.1,154.55,153.28,32.23M,0.18%,,,,,,
29.11.2017,153.37,153.34,154.21,152.95,38.23M,0.33%,,,,,,
28.11.2017,152.86,151.02,152.97,150.66,35.90M,1.57%,,,,,,
27.11.2017,150.49,151.3,151.62,150.44,18.42M,-0.30%,,,,,,
24.11.2017,150.95,151.21,151.37,150.77,6.82M,0.04%,,,,,,
22.11.2017,150.89,151.28,151.77,150.86,14.14M,-0.13%,,,,,,
21.11.2017,151.09,150.2,151.29,150.06,29.39M,1.04%,,,,,,
20.11.2017,149.53,148.76,149.58,148.33,22.79M,0.73%,,,,,,
17.11.2017,148.45,147.25,149.03,147.17,25.82M,0.46%,,,,,,
16.11.2017,147.77,146.21,148.4,146.19,25.89M,1.47%,,,,,,
15.11.2017,145.63,145.35,146.21,144.5,23.93M,-0.40%,,,,,,
14.11.2017,146.21,146.06,146.49,145.59,19.68M,-0.27%,,,,,,
13.11.2017,146.61,145.93,146.82,145.5,14.68M,0.03%,,,,,,
10.11.2017,146.57,146.71,147.1,146.34,17.82M,-0.07%,,,,,,
09.11.2017,146.68,146.27,147.39,145.28,40.14M,-0.35%,,,,,,
08.11.2017,147.2,146.66,147.45,145.84,30.68M,0.14%,,,,,,
07.11.2017,147,148.8,148.85,146.54,29.55M,-1.20%,,,,,,
06.11.2017,148.78,148.75,149.38,148.39,15.58M,0.11%,,,,,,
03.11.2017,148.61,148.48,148.96,148.06,22.31M,-0.07%,,,,,,
02.11.2017,148.71,148.24,149.23,147.72,28.18M,0.30%,,,,,,
01.11.2017,148.27,150.5,150.53,147.44,31.59M,-0.66%,,,,,,
31.10.2017,149.26,148.79,149.83,148.63,22.45M,0.71%,,,,,,
30.10.2017,148.21,149.27,149.45,147.38,30.52M,-1.05%,,,,,,
27.10.2017,149.79,148.88,149.91,148.3,32.74M,0.69%,,,,,,
26.10.2017,148.76,148.94,149.34,148.51,15.21M,0.21%,,,,,,
25.10.2017,148.45,148.94,149,147.22,27.24M,-0.48%,,,,,,
24.10.2017,149.17,149.39,149.78,149.04,17.53M,0.21%,,,,,,
23.10.2017,148.86,150.15,150.15,148.7,14.68M,-0.75%,,,,,,
20.10.2017,149.98,150.31,150.41,149.86,25.22M,0.46%,,,,,,
19.10.2017,149.29,148.77,149.33,148.17,17.16M,-0.15%,,,,,,
18.10.2017,149.52,149.5,149.91,149.08,20.54M,0.48%,,,,,,
17.10.2017,148.81,149.27,149.77,148.5,18.05M,-0.29%,,,,,,
16.10.2017,149.24,149.61,150.35,149.03,20.65M,-0.09%,,,,,,
13.10.2017,149.37,149.92,149.99,149.23,15.46M,-0.18%,,,,,,
12.10.2017,149.64,149.46,150.01,149.02,17.19M,-0.07%,,,,,,
11.10.2017,149.75,149.94,150.19,149.46,15.14M,-0.07%,,,,,,
10.10.2017,149.86,149.93,150.29,149.41,21.95M,0.29%,,,,,,
09.10.2017,149.43,150.19,150.68,149.18,13.98M,-0.41%,,,,,,
06.10.2017,150.05,149.71,150.34,149.57,19.35M,-0.14%,,,,,,
05.10.2017,150.26,150.29,150.63,149.87,22.54M,0.27%,,,,,,
04.10.2017,149.85,150.09,150.61,149.39,22.02M,-0.32%,,,,,,
03.10.2017,150.33,150.11,150.33,149.33,28.37M,0.22%,,,,,,
02.10.2017,150,148.31,150,148.08,29.77M,1.23%,,,,,,
29.09.2017,148.18,147.92,148.43,147.74,21.74M,0.24%,,,,,,
28.09.2017,147.83,147.25,148.06,146.78,29.29M,0.26%,,,,,,
27.09.2017,147.44,145.63,147.86,145.16,66.35M,1.96%,,,,,,
26.09.2017,144.61,144.29,145.15,144.18,28.24M,0.08%,,,,,,
25.09.2017,144.5,144.27,144.94,143.69,30.01M,0.14%,,,,,,
22.09.2017,144.3,143.67,144.67,143.56,25.20M,0.42%,,,,,,
21.09.2017,143.69,144.02,144.26,143.48,17.40M,-0.10%,,,,,,
20.09.2017,143.84,143.53,144.02,143.26,20.24M,0.32%,,,,,,
19.09.2017,143.38,143.57,143.69,143.09,16.35M,0.00%,,,,,,
18.09.2017,143.38,142.62,143.81,142.6,24.43M,0.68%,,,,,,
15.09.2017,142.41,141.64,142.47,141.55,23.18M,0.41%,,,,,,
14.09.2017,141.83,141.78,142.16,141.42,18.35M,-0.09%,,,,,,
13.09.2017,141.96,141.41,142.22,141.32,25.05M,0.30%,,,,,,
12.09.2017,141.54,141.04,141.69,140.82,22.68M,0.61%,,,,,,
11.09.2017,140.68,140.39,140.92,140.23,22.62M,1.05%,,,,,,
08.09.2017,139.22,138.93,139.77,138.62,21.87M,0.08%,,,,,,
07.09.2017,139.11,139.59,139.69,138.59,18.16M,-0.25%,,,,,,
06.09.2017,139.46,139.74,140,139.08,18.40M,0.21%,,,,,,
05.09.2017,139.17,140.63,140.89,138.58,21.91M,-0.96%,,,,,,
01.09.2017,140.52,139.98,140.63,139.73,17.41M,0.57%,,,,,,
31.08.2017,139.73,138.91,139.94,138.67,29.26M,0.98%,,,,,,
30.08.2017,138.37,137.36,138.51,137.25,15.92M,0.64%,,,,,,
29.08.2017,137.49,136.49,137.81,136.23,20.28M,0.02%,,,,,,
28.08.2017,137.46,137.37,137.61,136.77,16.33M,0.42%,,,,,,
25.08.2017,136.88,136.88,137.31,136.42,17.16M,0.29%,,,,,,
24.08.2017,136.49,136.64,136.93,136.02,15.73M,0.31%,,,,,,
23.08.2017,136.07,135.53,136.57,135.21,18.38M,-0.16%,,,,,,
22.08.2017,136.29,135.26,136.44,135.14,25.17M,1.08%,,,,,,
21.08.2017,134.83,134.69,135.02,134.14,21.50M,-0.07%,,,,,,
18.08.2017,134.92,134.47,135.46,134.12,42.40M,-0.01%,,,,,,
17.08.2017,134.93,136.98,137.69,134.92,32.72M,-1.83%,,,,,,
16.08.2017,137.44,137.67,138.39,137.21,21.86M,0.03%,,,,,,
15.08.2017,137.4,138.8,138.82,137.34,16.65M,-0.82%,,,,,,
14.08.2017,138.54,137.26,138.59,137.23,21.71M,1.52%,,,,,,
11.08.2017,136.47,136.21,136.74,135.77,32.78M,0.15%,,,,,,
10.08.2017,136.27,138.28,138.28,136.26,40.98M,-1.82%,,,,,,
09.08.2017,138.79,139.12,139.39,138.28,26.53M,-0.86%,,,,,,
08.08.2017,140,140.41,141.79,139.69,27.25M,-0.31%,,,,,,
07.08.2017,140.44,140.44,140.85,139.71,9.18M,0.16%,,,,,,
04.08.2017,140.21,139.91,140.32,139.49,16.47M,0.49%,,,,,,
03.08.2017,139.53,140.44,140.54,139.16,19.62M,-0.50%,,,,,,
02.08.2017,140.23,141.59,141.82,139.72,19.93M,-1.09%,,,,,,
01.08.2017,141.78,142.17,142.2,140.97,19.84M,0.19%,,,,,,
31.07.2017,141.51,142.22,142.38,140.97,16.42M,-0.32%,,,,,,
28.07.2017,141.96,142.02,142.36,141.47,19.93M,-0.27%,,,,,,
27.07.2017,142.34,143.48,143.68,141.55,24.36M,-0.64%,,,,,,
26.07.2017,143.25,144.15,144.15,143.05,13.57M,-0.56%,,,,,,
25.07.2017,144.05,143.62,144.25,143.21,21.07M,0.91%,,,,,,
24.07.2017,142.75,142.31,142.82,141.97,16.69M,0.14%,,,,,,
21.07.2017,142.55,143.01,143.33,142.25,21.95M,-0.45%,,,,,,
20.07.2017,143.2,143.12,143.52,142.8,17.05M,0.07%,,,,,,
19.07.2017,143.1,141.88,143.14,141.88,16.99M,1.00%,,,,,,
18.07.2017,141.69,141.54,141.87,141.04,16.65M,-0.26%,,,,,,
17.07.2017,142.06,141.6,142.46,141.26,15.37M,0.23%,,,,,,
14.07.2017,141.73,141.1,142.3,141.1,15.47M,0.17%,,,,,,
13.07.2017,141.49,141.2,141.56,140.38,16.56M,0.08%,,,,,,
12.07.2017,141.37,141.05,142.22,141.01,19.36M,0.77%,,,,,,
11.07.2017,140.29,139.78,140.38,138.98,16.19M,0.29%,,,,,,
10.07.2017,139.88,139.92,140.89,139.37,17.21M,-0.43%,,,,,,
07.07.2017,140.49,139.43,140.68,139.18,20.51M,0.97%,,,,,,
06.07.2017,139.14,139.93,140.47,138.83,30.99M,-1.73%,,,,,,
05.07.2017,141.59,141.7,141.85,140.7,21.87M,-0.36%,,,,,,
03.07.2017,142.1,141.34,142.5,141.3,12.97M,0.84%,,,,,,
30.06.2017,140.92,141.25,141.67,140.77,22.80M,-0.16%,,,,,,
29.06.2017,141.14,142.24,142.35,139.65,38.79M,-0.59%,,,,,,
28.06.2017,141.98,140.67,142.26,140.4,25.09M,1.53%,,,,,,
27.06.2017,139.84,141.1,141.62,139.75,24.61M,-0.88%,,,,,,
26.06.2017,141.08,141.09,141.53,140.2,22.99M,0.12%,,,,,,
23.06.2017,140.91,140.14,141.08,139.55,20.77M,0.66%,,,,,,
22.06.2017,139.98,139.37,140.39,139.01,17.92M,0.38%,,,,,,
21.06.2017,139.45,140.05,140.8,139.22,23.35M,-0.25%,,,,,,
20.06.2017,139.8,140.88,140.97,139.7,20.11M,-1.01%,,,,,,
19.06.2017,141.23,140.56,141.58,140.51,25.16M,0.74%,,,,,,
16.06.2017,140.19,140.03,140.22,139.28,35.61M,-0.25%,,,,,,
15.06.2017,140.54,139.69,140.98,139.69,27.38M,-0.51%,,,,,,
14.06.2017,141.26,142.03,142.04,140.45,33.02M,-0.59%,,,,,,
13.06.2017,142.1,141.8,142.31,141.47,22.05M,0.51%,,,,,,
12.06.2017,141.38,141.66,142.15,140.89,34.67M,-0.16%,,,,,,
09.06.2017,141.61,141.46,142.9,140.7,56.98M,0.52%,,,,,,
08.06.2017,140.88,138.98,141.46,138.74,33.96M,1.37%,,,,,,
07.06.2017,138.98,138.86,139.53,138.49,20.54M,0.09%,,,,,,
06.06.2017,138.85,138.11,139.66,137.81,25.46M,-0.09%,,,,,,
05.06.2017,138.98,139.96,140.11,138.95,20.81M,-0.62%,,,,,,
02.06.2017,139.85,139.45,141.02,139.05,46.68M,0.65%,,,,,,
01.06.2017,138.95,136.72,139,136.27,44.62M,1.93%,,,,,,
31.05.2017,136.32,136.84,136.92,134.64,34.35M,-0.10%,,,,,,
30.05.2017,136.46,137.12,137.44,136.22,25.54M,-0.79%,,,,,,
26.05.2017,137.54,137.38,137.79,136.78,20.05M,-0.03%,,,,,,
25.05.2017,137.58,138.14,138.61,137.2,22.80M,0.07%,,,,,,
24.05.2017,137.49,137.51,138.03,136.83,21.50M,0.07%,,,,,,
23.05.2017,137.4,137.29,137.69,136.35,16.68M,0.33%,,,,,,
22.05.2017,136.95,136.26,137.2,136.16,20.06M,0.68%,,,,,,
19.05.2017,136.03,135.64,136.76,135.42,44.45M,0.48%,,,,,,
18.05.2017,135.38,134.57,135.9,134.23,44.81M,0.36%,,,,,,
17.05.2017,134.89,136.33,137.04,134.75,50.79M,-2.70%,,,,,,
16.05.2017,138.63,138.97,139.04,137.62,18.52M,0.04%,,,,,,
15.05.2017,138.58,137.98,139.25,137.97,31.13M,0.78%,,,,,,
12.05.2017,137.51,137.71,137.89,137.16,24.11M,-0.53%,,,,,,
11.05.2017,138.24,138.67,138.83,136.98,28.62M,-0.70%,,,,,,
10.05.2017,139.21,138.04,139.48,137.86,19.79M,0.62%,,,,,,
09.05.2017,138.35,138.59,138.83,137.78,23.99M,-0.04%,,,,,,
08.05.2017,138.41,138.66,138.98,137.76,16.68M,-0.42%,,,,,,
05.05.2017,138.99,138.69,138.99,137.53,23.81M,0.64%,,,,,,
04.05.2017,138.1,138.53,138.73,137.11,25.80M,-0.14%,,,,,,
03.05.2017,138.29,138.49,139.11,137.69,27.05M,-0.62%,,,,,,
02.05.2017,139.15,139.98,140.34,138.69,17.99M,-0.51%,,,,,,
01.05.2017,139.86,139.64,140.29,138.78,20.93M,0.58%,,,,,,
28.04.2017,139.06,141.03,141.17,139.04,31.11M,-1.34%,,,,,,
27.04.2017,140.95,141.34,141.8,140.48,23.00M,-0.03%,,,,,,
26.04.2017,140.99,140.17,141.82,140.13,41.67M,0.51%,,,,,,
25.04.2017,140.27,140.24,140.88,140.09,32.75M,0.97%,,,,,,
24.04.2017,138.92,139.08,139.34,138.49,33.84M,1.25%,,,,,,
21.04.2017,137.21,137.24,137.55,136.71,29.39M,-0.23%,,,,,,
20.04.2017,137.52,136.34,137.67,136.15,31.93M,1.27%,,,,,,
19.04.2017,135.79,135.69,136.96,135.54,34.63M,0.35%,,,,,,
18.04.2017,135.32,134.72,135.46,134.16,24.55M,0.02%,,,,,,
17.04.2017,135.29,134.07,135.32,133.68,18.28M,1.17%,,,,,,
13.04.2017,133.72,134.88,135.37,133.66,30.21M,-0.98%,,,,,,
12.04.2017,135.04,136.64,136.7,134.92,25.70M,-1.36%,,,,,,
11.04.2017,136.9,135.27,136.92,135.08,32.59M,0.80%,,,,,,
10.04.2017,135.82,135.47,136.85,135.16,22.78M,0.22%,,,,,,
07.04.2017,135.52,135.21,136.03,134.75,24.30M,-0.04%,,,,,,
06.04.2017,135.58,134.54,135.63,133.83,41.01M,0.93%,,,,,,
05.04.2017,134.33,136.83,137.43,134.08,44.97M,-1.13%,,,,,,
04.04.2017,135.87,135.93,136.55,135.35,25.64M,-0.12%,,,,,,
03.04.2017,136.03,137.97,138.1,135.6,38.83M,-1.05%,,,,,,
31.03.2017,137.48,137.42,138.17,136.94,29.43M,0.16%,,,,,,
30.03.2017,137.26,136.32,137.38,136.26,25.79M,0.76%,,,,,,
29.03.2017,136.23,135.7,136.49,135.3,22.12M,0.32%,,,,,,
28.03.2017,135.79,134.28,135.9,134.14,26.89M,0.78%,,,,,,
27.03.2017,134.74,132.76,135.07,132.4,35.60M,0.19%,,,,,,
24.03.2017,134.49,134.95,135.47,133.86,33.51M,-0.22%,,,,,,
23.03.2017,134.78,134,135.7,133.64,37.76M,0.58%,,,,,,
22.03.2017,134,133.71,134.31,132.78,46.33M,0.02%,,,,,,
21.03.2017,133.97,138.51,138.6,133.92,61.87M,-2.74%,,,,,,
20.03.2017,137.75,138.28,138.52,137.37,19.09M,-0.51%,,,,,,
17.03.2017,138.46,138.14,138.73,137.31,33.32M,0.40%,,,,,,
16.03.2017,137.91,138.22,138.51,137.56,25.31M,0.13%,,,,,,
15.03.2017,137.73,136.29,138.02,135.97,31.23M,1.55%,,,,,,
14.03.2017,135.63,135.75,135.83,134.56,30.04M,-0.48%,,,,,,
13.03.2017,136.28,135.65,136.79,135.65,21.30M,0.24%,,,,,,
10.03.2017,135.96,136.29,136.31,134.84,39.52M,0.44%,,,,,,
09.03.2017,135.36,135.83,136.49,134.89,35.22M,-0.40%,,,,,,
08.03.2017,135.9,137.28,137.62,135.78,34.12M,-0.66%,,,,,,
07.03.2017,136.8,137.4,137.74,136.61,29.71M,-0.65%,,,,,,
06.03.2017,137.7,137.78,137.97,136.99,23.89M,-0.69%,,,,,,
03.03.2017,138.65,138.8,139.42,137.88,30.99M,-0.07%,,,,,,
02.03.2017,138.75,140.33,140.36,138.64,25.94M,-1.15%,,,,,,
01.03.2017,140.36,139.65,140.86,139.52,35.72M,1.83%,,,,,,
28.02.2017,137.84,139.38,139.48,137.76,40.18M,-1.54%,,,,,,
27.02.2017,140,138.34,140,138.21,28.27M,0.97%,,,,,,
24.02.2017,138.65,137.46,138.65,137.3,24.51M,-0.07%,,,,,,
23.02.2017,138.75,139.96,140.01,137.69,24.60M,-0.59%,,,,,,
22.02.2017,139.58,140,140.02,139.25,14.89M,-0.44%,,,,,,
21.02.2017,140.2,139.38,140.32,139.38,21.35M,0.78%,,,,,,
17.02.2017,139.11,138.45,139.16,138.25,26.70M,-0.06%,,,,,,
16.02.2017,139.2,139.46,139.84,138.21,24.61M,-0.28%,,,,,,
15.02.2017,139.59,138.19,139.77,138.07,20.25M,0.60%,,,,,,
14.02.2017,138.76,137.94,138.94,137.61,27.14M,0.33%,,,,,,
13.02.2017,138.3,138.77,139.21,138.09,23.25M,0.26%,,,,,,
10.02.2017,137.94,137.79,138.37,137.2,27.29M,0.76%,,,,,,
09.02.2017,136.9,135.25,137.25,135.25,28.27M,1.41%,,,,,,
08.02.2017,135,134.6,135.22,133.89,32.96M,-0.18%,,,,,,
07.02.2017,135.24,135.82,136.47,134.77,30.34M,-0.44%,,,,,,
06.02.2017,135.84,136.4,136.78,135.43,23.69M,-0.75%,,,,,,
03.02.2017,136.87,135.99,136.98,135.51,24.53M,1.53%,,,,,,
02.02.2017,134.81,135.3,135.67,134.49,19.94M,-0.25%,,,,,,
01.02.2017,135.15,136.22,136.87,134.7,30.01M,-0.06%,,,,,,
31.01.2017,135.23,133.87,135.56,133.48,32.94M,0.70%,,,,,,
30.01.2017,134.29,135.23,135.24,133.24,40.46M,-1.40%,,,,,,
27.01.2017,136.19,136.77,137.04,135.65,19.47M,-0.34%,,,,,,
26.01.2017,136.66,137.34,137.5,136.42,22.26M,-0.40%,,,,,,
25.01.2017,137.21,137.06,137.55,136.95,29.13M,0.94%,,,,,,
24.01.2017,135.93,134.34,136.28,134.22,34.31M,1.53%,,,,,,
23.01.2017,133.88,134.03,134.68,133.12,20.54M,-0.42%,,,,,,
20.01.2017,134.44,134.21,134.88,133.82,29.29M,0.52%,,,,,,
19.01.2017,133.75,135.14,135.44,133.17,34.11M,-0.82%,,,,,,
