תאריך,שער,פתיחה,גבוה,נמוך,נפח,שינוי %,,,,,,
05.07.2019,156.68,155.49,156.74,154.86,14.16M,0.27%,,,,,,
03.07.2019,156.26,155.6,156.34,155.17,9.12M,0.72%,,,,,,
02.07.2019,155.15,156.02,156.12,154.26,19.02M,-0.61%,,,,,,
01.07.2019,156.1,157.54,158.03,155.22,23.15M,0.39%,,,,,,
28.06.2019,155.5,153.95,156.02,153.94,35.09M,1.22%,,,,,,
27.06.2019,153.63,151.24,153.77,151.24,22.28M,1.88%,,,,,,
26.06.2019,150.8,151.7,152.22,150.76,15.73M,-0.23%,,,,,,
25.06.2019,151.15,152.31,152.5,151,17.46M,-0.61%,,,,,,
24.06.2019,152.08,154.36,154.41,152,24.00M,-1.21%,,,,,,
21.06.2019,153.95,155.13,155.17,153.61,19.85M,-0.86%,,,,,,
20.06.2019,155.29,156.05,156.22,154.44,17.60M,0.47%,,,,,,
19.06.2019,154.56,154.19,154.7,153.4,15.63M,0.36%,,,,,,
18.06.2019,154.01,153.27,155.15,152.26,22.10M,1.16%,,,,,,
17.06.2019,152.24,151.87,152.9,151.67,12.51M,0.34%,,,,,,
14.06.2019,151.73,152.88,152.94,151.72,16.15M,-0.88%,,,,,,
13.06.2019,153.07,152.31,153.18,151.87,14.84M,1.06%,,,,,,
12.06.2019,151.47,151.18,151.78,150.62,11.96M,0.11%,,,,,,
11.06.2019,151.3,152.87,153.23,150.58,15.37M,-0.30%,,,,,,
10.06.2019,151.75,151.45,153.14,151.45,18.91M,0.59%,,,,,,
07.06.2019,150.86,150.35,151.51,150.02,17.11M,0.71%,,,,,,
06.06.2019,149.8,150.12,150.52,148.31,20.77M,-0.26%,,,,,,
05.06.2019,150.19,150.76,150.88,148.61,18.18M,0.02%,,,,,,
04.06.2019,150.16,147.92,150.29,146.42,21.22M,2.59%,,,,,,
03.06.2019,146.37,146.13,147.21,145.33,26.55M,0.35%,,,,,,
31.05.2019,145.86,146.19,146.84,145.32,25.41M,-1.40%,,,,,,
30.05.2019,147.93,148.75,149.58,147.04,17.74M,-0.28%,,,,,,
29.05.2019,148.34,148.84,148.93,147.36,22.62M,-0.84%,,,,,,
28.05.2019,149.59,151.01,151.65,149.58,14.04M,-0.80%,,,,,,
24.05.2019,150.79,150.38,151.09,149.79,16.09M,0.94%,,,,,,
23.05.2019,149.39,151.06,151.06,148.58,26.38M,-2.06%,,,,,,
22.05.2019,152.53,153.22,153.59,152,13.92M,-0.84%,,,,,,
21.05.2019,153.82,152.63,154.04,152.58,11.66M,1.34%,,,,,,
20.05.2019,151.78,151.93,152.82,151.41,18.69M,-0.69%,,,,,,
17.05.2019,152.84,153.82,155.27,152.66,21.53M,-1.39%,,,,,,
16.05.2019,155,154.51,156.18,154.44,13.77M,0.62%,,,,,,
15.05.2019,154.04,152.4,154.41,152.07,18.41M,0.33%,,,,,,
14.05.2019,153.54,151.96,154.17,151.7,15.52M,1.26%,,,,,,
13.05.2019,151.63,153.69,154.02,151.16,26.94M,-3.19%,,,,,,
10.05.2019,156.62,155.59,156.83,153.67,26.54M,0.28%,,,,,,
09.05.2019,156.19,155.52,156.65,153.74,25.26M,-0.36%,,,,,,
08.05.2019,156.76,157.26,158.09,156.65,16.11M,-0.49%,,,,,,
07.05.2019,157.53,159.31,159.87,156.25,25.43M,-1.98%,,,,,,
06.05.2019,160.71,158.18,161.11,158.01,21.26M,0.11%,,,,,,
03.05.2019,160.53,158.31,160.64,158.19,20.18M,1.91%,,,,,,
02.05.2019,157.52,156.64,158.15,155.68,22.72M,0.47%,,,,,,
01.05.2019,156.79,158.67,158.73,156.71,17.73M,-0.95%,,,,,,
30.04.2019,158.29,159.15,159.19,156.96,24.13M,-0.47%,,,,,,
29.04.2019,159.03,158.62,159.61,158.49,13.70M,0.48%,,,,,,
26.04.2019,158.27,156.96,158.49,156.4,17.00M,0.97%,,,,,,
25.04.2019,156.75,157.33,157.47,155.47,19.37M,-0.83%,,,,,,
24.04.2019,158.06,157.62,158.69,157.37,18.05M,0.31%,,,,,,
23.04.2019,157.57,155.37,158.05,155.36,23.40M,1.51%,,,,,,
22.04.2019,155.23,155.31,155.81,154.52,15.60M,-0.26%,,,,,,
18.04.2019,155.64,156.11,156.28,154.66,23.28M,-0.29%,,,,,,
17.04.2019,156.1,158.09,158.11,155.2,17.11M,-0.91%,,,,,,
16.04.2019,157.54,157.71,157.9,156.98,16.78M,0.24%,,,,,,
15.04.2019,157.17,157.95,158.1,156.5,10.96M,-0.32%,,,,,,
12.04.2019,157.68,158.13,158.16,157.11,14.12M,0.36%,,,,,,
11.04.2019,157.11,157.52,157.68,156.81,12.22M,-0.13%,,,,,,
10.04.2019,157.31,155.48,157.36,155.33,18.94M,1.36%,,,,,,
09.04.2019,155.2,156.46,156.7,154.91,18.53M,-1.22%,,,,,,
08.04.2019,157.12,156.85,157.5,156.07,14.20M,-0.17%,,,,,,
05.04.2019,157.38,156.3,157.47,156.19,21.38M,0.94%,,,,,,
04.04.2019,155.92,155.28,156.01,154.84,15.91M,0.49%,,,,,,
03.04.2019,155.16,155.74,156.15,154.73,19.55M,0.52%,,,,,,
02.04.2019,154.36,154.87,154.88,153.51,18.25M,-0.26%,,,,,,
01.04.2019,154.76,154.29,154.92,153.72,20.08M,1.09%,,,,,,
29.03.2019,153.09,153.68,153.97,152.1,28.30M,0.31%,,,,,,
28.03.2019,152.62,151.79,152.93,150.93,19.47M,0.89%,,,,,,
27.03.2019,151.27,151.71,152.21,149.48,23.48M,-0.39%,,,,,,
26.03.2019,151.86,151.47,152.82,150.79,21.31M,1.05%,,,,,,
25.03.2019,150.28,149.48,151.32,148.41,26.45M,0.44%,,,,,,
22.03.2019,149.62,154.2,154.54,149.57,40.66M,-3.64%,,,,,,
21.03.2019,155.27,152.73,156.06,152.73,31.84M,1.31%,,,,,,
20.03.2019,153.26,154.54,155.42,152.41,29.46M,-1.10%,,,,,,
