Date,Price,Open,High,Low,Vol.,Change %,,,,,,,
06/10/2013,"2,912.63","2,912.63","2,912.63","2,912.63",,-0.03%,,,,,,,
06/07/2013,"2,913.46","2,913.46","2,913.46","2,913.46",,1.28%,,,,,,,
06/06/2013,"2,876.50","2,876.50","2,876.50","2,876.50",,0.86%,,,,,,,
06/05/2013,"2,851.89","2,851.89","2,851.89","2,851.89",,-1.35%,,,,,,,
06/04/2013,"2,891.02","2,891.02","2,891.02","2,891.02",,-0.55%,,,,,,,
06/03/2013,"2,906.91","2,906.91","2,906.91","2,906.91",,0.60%,,,,,,,
05/31/2013,"2,889.46","2,889.46","2,889.46","2,889.46",,-1.43%,,,,,,,
05/30/2013,"2,931.39","2,931.39","2,931.39","2,931.39",,0.38%,,,,,,,
05/29/2013,"2,920.18","2,920.18","2,920.18","2,920.18",,-0.69%,,,,,,,
05/28/2013,"2,940.45","2,940.45","2,940.45","2,940.45",,0.64%,,,,,,,
05/24/2013,"2,921.88","2,921.88","2,921.88","2,921.88",,-0.05%,,,,,,,
05/23/2013,"2,923.43","2,923.43","2,923.43","2,923.43",,-0.28%,,,,,,,
05/22/2013,"2,931.58","2,931.58","2,931.58","2,931.58",,-0.82%,,,,,,,
05/21/2013,"2,955.70","2,955.70","2,955.70","2,955.70",,0.18%,,,,,,,
05/20/2013,"2,950.53","2,950.53","2,950.53","2,950.53",,-0.07%,,,,,,,
05/17/2013,"2,952.56","2,952.56","2,952.56","2,952.56",,1.03%,,,,,,,
05/16/2013,"2,922.40","2,922.40","2,922.40","2,922.40",,-0.50%,,,,,,,
05/15/2013,"2,936.98","2,936.98","2,936.98","2,936.98",,0.54%,,,,,,,
05/14/2013,"2,921.12","2,921.12","2,921.12","2,921.12",,1.04%,,,,,,,
05/13/2013,"2,891.17","2,891.17","2,891.17","2,891.17",,0.01%,,,,,,,
05/10/2013,"2,890.77","2,890.77","2,890.77","2,890.77",,0.43%,,,,,,,
05/09/2013,"2,878.30","2,878.30","2,878.30","2,878.30",,-0.32%,,,,,,,
05/08/2013,"2,887.61","2,887.61","2,887.61","2,887.61",,0.46%,,,,,,,
05/07/2013,"2,874.46","2,874.46","2,874.46","2,874.46",,0.53%,,,,,,,
05/06/2013,"2,859.34","2,859.34","2,859.34","2,859.34",,0.19%,,,,,,,
05/03/2013,"2,853.88","2,853.88","2,853.88","2,853.88",,1.06%,,,,,,,
05/02/2013,"2,823.82","2,823.82","2,823.82","2,823.82",,0.95%,,,,,,,
05/01/2013,"2,797.28","2,797.28","2,797.28","2,797.28",,-0.93%,,,,,,,
04/30/2013,"2,823.42","2,823.42","2,823.42","2,823.42",,0.25%,,,,,,,
04/29/2013,"2,816.39","2,816.39","2,816.39","2,816.39",,0.72%,,,,,,,
04/26/2013,"2,796.24","2,796.24","2,796.24","2,796.24",,-0.18%,,,,,,,
04/25/2013,"2,801.28","2,801.28","2,801.28","2,801.28",,0.41%,,,,,,,
04/24/2013,"2,789.93","2,789.93","2,789.93","2,789.93",,0.01%,,,,,,,
04/23/2013,"2,789.56","2,789.56","2,789.56","2,789.56",,1.04%,,,,,,,
04/22/2013,"2,760.80","2,760.80","2,760.80","2,760.80",,0.47%,,,,,,,
04/19/2013,"2,747.94","2,747.94","2,747.94","2,747.94",,0.89%,,,,,,,
04/18/2013,"2,723.72","2,723.72","2,723.72","2,723.72",,-0.67%,,,,,,,
04/17/2013,"2,742.01","2,742.01","2,742.01","2,742.01",,-1.43%,,,,,,,
04/16/2013,"2,781.85","2,781.85","2,781.85","2,781.85",,1.43%,,,,,,,
04/15/2013,"2,742.63","2,742.63","2,742.63","2,742.63",,-2.30%,,,,,,,
04/12/2013,"2,807.10","2,807.10","2,807.10","2,807.10",,-0.28%,,,,,,,
04/11/2013,"2,815.02","2,815.02","2,815.02","2,815.02",,0.36%,,,,,,,
04/10/2013,"2,804.81","2,804.81","2,804.81","2,804.81",,1.23%,,,,,,,
04/09/2013,"2,770.84","2,770.84","2,770.84","2,770.84",,0.35%,,,,,,,
04/08/2013,"2,761.05","2,761.05","2,761.05","2,761.05",,0.66%,,,,,,,
04/05/2013,"2,742.86","2,742.86","2,742.86","2,742.86",,-0.43%,,,,,,,
04/04/2013,"2,754.67","2,754.67","2,754.67","2,754.67",,0.41%,,,,,,,
04/03/2013,"2,743.38","2,743.38","2,743.38","2,743.38",,-1.04%,,,,,,,
04/02/2013,"2,772.11","2,772.11","2,772.11","2,772.11",,0.52%,,,,,,,
04/01/2013,"2,757.83","2,757.83","2,757.83","2,757.83",,-0.44%,,,,,,,
03/28/2013,"2,770.05","2,770.05","2,770.05","2,770.05",,0.41%,,,,,,,
03/27/2013,"2,758.85","2,758.85","2,758.85","2,758.85",,-0.05%,,,,,,,
03/26/2013,"2,760.32","2,760.32","2,760.32","2,760.32",,0.81%,,,,,,,
03/25/2013,"2,738.08","2,738.08","2,738.08","2,738.08",,-0.33%,,,,,,,
03/22/2013,"2,747.25","2,747.25","2,747.25","2,747.25",,0.72%,,,,,,,
03/21/2013,"2,727.69","2,727.69","2,727.69","2,727.69",,-0.83%,,,,,,,
03/20/2013,"2,750.42","2,750.42","2,750.42","2,750.42",,0.67%,,,,,,,
03/19/2013,"2,732.09","2,732.09","2,732.09","2,732.09",,-0.24%,,,,,,,
03/18/2013,"2,738.68","2,738.68","2,738.68","2,738.68",,-0.55%,,,,,,,
03/15/2013,"2,753.82","2,753.82","2,753.82","2,753.82",,-0.16%,,,,,,,
03/14/2013,"2,758.30","2,758.30","2,758.30","2,758.30",,0.56%,,,,,,,
03/13/2013,"2,742.87","2,742.87","2,742.87","2,742.87",,0.17%,,,,,,,
03/12/2013,"2,738.35","2,738.35","2,738.35","2,738.35",,-0.24%,,,,,,,
03/11/2013,"2,744.81","2,744.81","2,744.81","2,744.81",,0.33%,,,,,,,
03/08/2013,"2,735.67","2,735.67","2,735.67","2,735.67",,0.46%,,,,,,,
03/07/2013,"2,723.27","2,723.27","2,723.27","2,723.27",,0.19%,,,,,,,
03/06/2013,"2,718.07","2,718.07","2,718.07","2,718.07",,0.14%,,,,,,,
03/05/2013,"2,714.35","2,714.35","2,714.35","2,714.35",,0.96%,,,,,,,
03/04/2013,"2,688.54","2,688.54","2,688.54","2,688.54",,0.46%,,,,,,,
03/01/2013,"2,676.18","2,676.18","2,676.18","2,676.18",,0.23%,,,,,,,
02/28/2013,"2,669.92","2,669.92","2,669.92","2,669.92",,-0.08%,,,,,,,
02/27/2013,"2,672.11","2,672.11","2,672.11","2,672.11",,1.30%,,,,,,,
02/26/2013,"2,637.89","2,637.89","2,637.89","2,637.89",,0.63%,,,,,,,
02/25/2013,"2,621.46","2,621.46","2,621.46","2,621.46",,-1.83%,,,,,,,
02/22/2013,"2,670.36","2,670.36","2,670.36","2,670.36",,0.89%,,,,,,,
02/21/2013,"2,646.75","2,646.75","2,646.75","2,646.75",,-0.61%,,,,,,,
02/20/2013,"2,662.94","2,662.94","2,662.94","2,662.94",,-1.24%,,,,,,,
02/19/2013,"2,696.26","2,696.26","2,696.26","2,696.26",,0.75%,,,,,,,
02/15/2013,"2,676.21","2,676.21","2,676.21","2,676.21",,-0.10%,,,,,,,
02/14/2013,"2,678.77","2,678.77","2,678.77","2,678.77",,0.08%,,,,,,,
02/13/2013,"2,676.60","2,676.60","2,676.60","2,676.60",,0.11%,,,,,,,
02/12/2013,"2,673.77","2,673.77","2,673.77","2,673.77",,0.16%,,,,,,,
02/11/2013,"2,669.37","2,669.37","2,669.37","2,669.37",,-0.06%,,,,,,,
02/08/2013,"2,670.85","2,670.85","2,670.85","2,670.85",,0.57%,,,,,,,
02/07/2013,"2,655.84","2,655.84","2,655.84","2,655.84",,-0.14%,,,,,,,
02/06/2013,"2,659.55","2,659.55","2,659.55","2,659.55",,0.07%,,,,,,,
02/05/2013,"2,657.76","2,657.76","2,657.76","2,657.76",,1.05%,,,,,,,
02/04/2013,"2,630.05","2,630.05","2,630.05","2,630.05",,-1.15%,,,,,,,
02/01/2013,"2,660.70","2,660.70","2,660.70","2,660.70",,1.01%,,,,,,,
01/31/2013,"2,634.16","2,634.16","2,634.16","2,634.16",,-0.25%,,,,,,,
01/30/2013,"2,640.77","2,640.77","2,640.77","2,640.77",,-0.36%,,,,,,,
01/29/2013,"2,650.43","2,650.43","2,650.43","2,650.43",,0.52%,,,,,,,
01/28/2013,"2,636.83","2,636.83","2,636.83","2,636.83",,-0.18%,,,,,,,
01/25/2013,"2,641.64","2,641.64","2,641.64","2,641.64",,0.54%,,,,,,,
01/24/2013,"2,627.33","2,627.33","2,627.33","2,627.33",,0.00%,,,,,,,
01/23/2013,"2,627.23","2,627.23","2,627.23","2,627.23",,0.15%,,,,,,,
01/22/2013,"2,623.22","2,623.22","2,623.22","2,623.22",,0.45%,,,,,,,
01/18/2013,"2,611.54","2,611.54","2,611.54","2,611.54",,0.34%,,,,,,,
01/17/2013,"2,602.64","2,602.64","2,602.64","2,602.64",,0.57%,,,,,,,
01/16/2013,"2,588.02","2,588.02","2,588.02","2,588.02",,0.03%,,,,,,,
01/15/2013,"2,587.20","2,587.20","2,587.20","2,587.20",,0.11%,,,,,,,
01/14/2013,"2,584.27","2,584.27","2,584.27","2,584.27",,-0.09%,,,,,,,
01/11/2013,"2,586.69","2,586.69","2,586.69","2,586.69",,0.01%,,,,,,,
01/10/2013,"2,586.52","2,586.52","2,586.52","2,586.52",,0.76%,,,,,,,
01/09/2013,"2,567.02","2,567.02","2,567.02","2,567.02",,0.27%,,,,,,,
01/08/2013,"2,560.17","2,560.17","2,560.17","2,560.17",,-0.29%,,,,,,,
01/07/2013,"2,567.63","2,567.63","2,567.63","2,567.63",,-0.31%,,,,,,,
01/04/2013,"2,575.66","2,575.66","2,575.66","2,575.66",,0.49%,,,,,,,
01/03/2013,"2,563.19","2,563.19","2,563.19","2,563.19",,-0.21%,,,,,,,
01/02/2013,"2,568.55","2,568.55","2,568.55","2,568.55",,2.56%,,,,,,,
12/31/2012,"2,504.44","2,504.44","2,504.44","2,504.44",,1.69%,,,,,,,
12/28/2012,"2,462.71","2,462.71","2,462.71","2,462.71",,-1.10%,,,,,,,
12/27/2012,"2,489.97","2,489.97","2,489.97","2,489.97",,-0.10%,,,,,,,
12/26/2012,"2,492.54","2,492.54","2,492.54","2,492.54",,-0.48%,,,,,,,
12/24/2012,"2,504.51","2,504.51","2,504.51","2,504.51",,-0.23%,,,,,,,
12/21/2012,"2,510.32","2,510.32","2,510.32","2,510.32",,-0.93%,,,,,,,
12/20/2012,"2,533.91","2,533.91","2,533.91","2,533.91",,0.57%,,,,,,,
12/19/2012,"2,519.54","2,519.54","2,519.54","2,519.54",,-0.76%,,,,,,,
12/18/2012,"2,538.72","2,538.72","2,538.72","2,538.72",,1.15%,,,,,,,
12/17/2012,"2,509.84","2,509.84","2,509.84","2,509.84",,1.19%,,,,,,,
12/14/2012,"2,480.36","2,480.36","2,480.36","2,480.36",,-0.41%,,,,,,,
12/13/2012,"2,490.56","2,490.56","2,490.56","2,490.56",,-0.61%,,,,,,,
12/12/2012,"2,505.76","2,505.76","2,505.76","2,505.76",,0.07%,,,,,,,
12/11/2012,"2,504.08","2,504.08","2,504.08","2,504.08",,0.66%,,,,,,,
12/10/2012,"2,487.78","2,487.78","2,487.78","2,487.78",,0.04%,,,,,,,
12/07/2012,"2,486.84","2,486.84","2,486.84","2,486.84",,0.30%,,,,,,,
12/06/2012,"2,479.40","2,479.40","2,479.40","2,479.40",,0.36%,,,,,,,
12/05/2012,"2,470.59","2,470.59","2,470.59","2,470.59",,0.19%,,,,,,,
12/04/2012,"2,465.90","2,465.90","2,465.90","2,465.90",,-0.17%,,,,,,,
12/03/2012,"2,470.07","2,470.07","2,470.07","2,470.07",,-0.47%,,,,,,,
11/30/2012,"2,481.82","2,481.82","2,481.82","2,481.82",,0.02%,,,,,,,
11/29/2012,"2,481.42","2,481.42","2,481.42","2,481.42",,0.44%,,,,,,,
11/28/2012,"2,470.47","2,470.47","2,470.47","2,470.47",,0.82%,,,,,,,
11/27/2012,"2,450.48","2,450.48","2,450.48","2,450.48",,-0.51%,,,,,,,
11/26/2012,"2,463.12","2,463.12","2,463.12","2,463.12",,-0.20%,,,,,,,
11/23/2012,"2,468.06","2,468.06","2,468.06","2,468.06",,1.32%,,,,,,,
11/21/2012,"2,435.97","2,435.97","2,435.97","2,435.97",,0.23%,,,,,,,
11/20/2012,"2,430.29","2,430.29","2,430.29","2,430.29",,0.07%,,,,,,,
11/19/2012,"2,428.47","2,428.47","2,428.47","2,428.47",,1.99%,,,,,,,
11/16/2012,"2,381.02","2,381.02","2,381.02","2,381.02",,0.49%,,,,,,,
11/15/2012,"2,369.32","2,369.32","2,369.32","2,369.32",,-0.15%,,,,,,,
11/14/2012,"2,372.94","2,372.94","2,372.94","2,372.94",,-1.35%,,,,,,,
11/13/2012,"2,405.38","2,405.38","2,405.38","2,405.38",,-0.37%,,,,,,,
11/12/2012,"2,414.24","2,414.24","2,414.24","2,414.24",,0.01%,,,,,,,
11/09/2012,"2,413.92","2,413.92","2,413.92","2,413.92",,0.17%,,,,,,,
11/08/2012,"2,409.72","2,409.72","2,409.72","2,409.72",,-1.22%,,,,,,,
11/07/2012,"2,439.48","2,439.48","2,439.48","2,439.48",,-2.28%,,,,,,,
11/06/2012,"2,496.46","2,496.46","2,496.46","2,496.46",,0.79%,,,,,,,
11/05/2012,"2,476.94","2,476.94","2,476.94","2,476.94",,0.23%,,,,,,,
11/02/2012,"2,471.30","2,471.30","2,471.30","2,471.30",,-0.94%,,,,,,,
11/01/2012,"2,494.67","2,494.67","2,494.67","2,494.67",,1.10%,,,,,,,
10/31/2012,"2,467.51","2,467.51","2,467.51","2,467.51",,0.03%,,,,,,,
10/26/2012,"2,466.80","2,466.80","2,466.80","2,466.80",,-0.07%,,,,,,,
10/25/2012,"2,468.60","2,468.60","2,468.60","2,468.60",,0.30%,,,,,,,
10/24/2012,"2,461.18","2,461.18","2,461.18","2,461.18",,-0.31%,,,,,,,
10/23/2012,"2,468.78","2,468.78","2,468.78","2,468.78",,-1.44%,,,,,,,
10/22/2012,"2,504.96","2,504.96","2,504.96","2,504.96",,0.05%,,,,,,,
10/19/2012,"2,503.80","2,503.80","2,503.80","2,503.80",,-1.66%,,,,,,,
10/18/2012,"2,545.95","2,545.95","2,545.95","2,545.95",,-0.24%,,,,,,,
10/17/2012,"2,552.05","2,552.05","2,552.05","2,552.05",,0.42%,,,,,,,
10/16/2012,"2,541.28","2,541.28","2,541.28","2,541.28",,1.03%,,,,,,,
10/15/2012,"2,515.44","2,515.44","2,515.44","2,515.44",,0.81%,,,,,,,
10/12/2012,"2,495.28","2,495.28","2,495.28","2,495.28",,-0.29%,,,,,,,
10/11/2012,"2,502.66","2,502.66","2,502.66","2,502.66",,0.04%,,,,,,,
10/10/2012,"2,501.75","2,501.75","2,501.75","2,501.75",,-0.61%,,,,,,,
10/09/2012,"2,517.14","2,517.14","2,517.14","2,517.14",,-0.99%,,,,,,,
10/08/2012,"2,542.21","2,542.21","2,542.21","2,542.21",,-0.35%,,,,,,,
10/05/2012,"2,551.02","2,551.02","2,551.02","2,551.02",,0.00%,,,,,,,
10/04/2012,"2,550.98","2,550.98","2,550.98","2,550.98",,0.72%,,,,,,,
10/03/2012,"2,532.79","2,532.79","2,532.79","2,532.79",,0.38%,,,,,,,
10/02/2012,"2,523.08","2,523.08","2,523.08","2,523.08",,0.09%,,,,,,,
10/01/2012,"2,520.71","2,520.71","2,520.71","2,520.71",,0.27%,,,,,,,
09/28/2012,"2,513.93","2,513.93","2,513.93","2,513.93",,-0.45%,,,,,,,
09/27/2012,"2,525.23","2,525.23","2,525.23","2,525.23",,0.97%,,,,,,,
09/26/2012,"2,500.92","2,500.92","2,500.92","2,500.92",,-0.55%,,,,,,,
09/25/2012,"2,514.83","2,514.83","2,514.83","2,514.83",,-1.04%,,,,,,,
09/24/2012,"2,541.23","2,541.23","2,541.23","2,541.23",,-0.22%,,,,,,,
09/21/2012,"2,546.92","2,546.92","2,546.92","2,546.92",,-0.01%,,,,,,,
09/20/2012,"2,547.11","2,547.11","2,547.11","2,547.11",,-0.04%,,,,,,,
09/19/2012,"2,548.11","2,548.11","2,548.11","2,548.11",,0.12%,,,,,,,
09/18/2012,"2,545.05","2,545.05","2,545.05","2,545.05",,-0.13%,,,,,,,
09/17/2012,"2,548.26","2,548.26","2,548.26","2,548.26",,-0.31%,,,,,,,
09/14/2012,"2,556.13","2,556.13","2,556.13","2,556.13",,0.40%,,,,,,,
09/13/2012,"2,546.03","2,546.03","2,546.03","2,546.03",,1.64%,,,,,,,
09/12/2012,"2,504.84","2,504.84","2,504.84","2,504.84",,0.24%,,,,,,,
09/11/2012,"2,498.95","2,498.95","2,498.95","2,498.95",,0.31%,,,,,,,
09/10/2012,"2,491.11","2,491.11","2,491.11","2,491.11",,-0.61%,,,,,,,
09/07/2012,"2,506.37","2,506.37","2,506.37","2,506.37",,0.41%,,,,,,,
09/06/2012,"2,496.12","2,496.12","2,496.12","2,496.12",,2.06%,,,,,,,
09/05/2012,"2,445.81","2,445.81","2,445.81","2,445.81",,-0.08%,,,,,,,
09/04/2012,"2,447.80","2,447.80","2,447.80","2,447.80",,-0.11%,,,,,,,
08/31/2012,"2,450.60","2,450.60","2,450.60","2,450.60",,0.51%,,,,,,,
08/30/2012,"2,438.20","2,438.20","2,438.20","2,438.20",,-0.77%,,,,,,,
08/29/2012,"2,457.05","2,457.05","2,457.05","2,457.05",,0.11%,,,,,,,
08/28/2012,"2,454.39","2,454.39","2,454.39","2,454.39",,-0.07%,,,,,,,
08/27/2012,"2,456.22","2,456.22","2,456.22","2,456.22",,-0.05%,,,,,,,
08/24/2012,"2,457.40","2,457.40","2,457.40","2,457.40",,0.66%,,,,,,,
08/23/2012,"2,441.29","2,441.29","2,441.29","2,441.29",,-0.81%,,,,,,,
08/22/2012,"2,461.12","2,461.12","2,461.12","2,461.12",,0.03%,,,,,,,
08/21/2012,"2,460.41","2,460.41","2,460.41","2,460.41",,-0.35%,,,,,,,
08/20/2012,"2,468.99","2,468.99","2,468.99","2,468.99",,0.00%,,,,,,,
08/17/2012,"2,469.00","2,469.00","2,469.00","2,469.00",,0.19%,,,,,,,
08/16/2012,"2,464.38","2,464.38","2,464.38","2,464.38",,0.72%,,,,,,,
08/15/2012,"2,446.82","2,446.82","2,446.82","2,446.82",,0.15%,,,,,,,
08/14/2012,"2,443.16","2,443.16","2,443.16","2,443.16",,0.00%,,,,,,,
08/13/2012,"2,443.05","2,443.05","2,443.05","2,443.05",,-0.11%,,,,,,,
08/10/2012,"2,445.64","2,445.64","2,445.64","2,445.64",,0.22%,,,,,,,
08/09/2012,"2,440.23","2,440.23","2,440.23","2,440.23",,0.08%,,,,,,,
08/08/2012,"2,438.16","2,438.16","2,438.16","2,438.16",,0.09%,,,,,,,
08/07/2012,"2,435.88","2,435.88","2,435.88","2,435.88",,0.51%,,,,,,,
08/06/2012,"2,423.46","2,423.46","2,423.46","2,423.46",,0.24%,,,,,,,
08/03/2012,"2,417.77","2,417.77","2,417.77","2,417.77",,1.92%,,,,,,,
08/02/2012,"2,372.31","2,372.31","2,372.31","2,372.31",,-0.73%,,,,,,,
08/01/2012,"2,389.73","2,389.73","2,389.73","2,389.73",,-0.29%,,,,,,,
07/31/2012,"2,396.62","2,396.62","2,396.62","2,396.62",,-0.43%,,,,,,,
07/30/2012,"2,406.99","2,406.99","2,406.99","2,406.99",,-0.04%,,,,,,,
07/27/2012,"2,408.07","2,408.07","2,408.07","2,408.07",,1.91%,,,,,,,
07/26/2012,"2,362.85","2,362.85","2,362.85","2,362.85",,1.66%,,,,,,,
07/25/2012,"2,324.33","2,324.33","2,324.33","2,324.33",,-0.03%,,,,,,,
07/24/2012,"2,325.02","2,325.02","2,325.02","2,325.02",,-0.90%,,,,,,,
07/23/2012,"2,346.22","2,346.22","2,346.22","2,346.22",,-0.89%,,,,,,,
07/20/2012,"2,367.26","2,367.26","2,367.26","2,367.26",,-1.00%,,,,,,,
07/19/2012,"2,391.27","2,391.27","2,391.27","2,391.27",,0.28%,,,,,,,
07/18/2012,"2,384.54","2,384.54","2,384.54","2,384.54",,0.68%,,,,,,,
07/17/2012,"2,368.36","2,368.36","2,368.36","2,368.36",,0.74%,,,,,,,
07/16/2012,"2,350.94","2,350.94","2,350.94","2,350.94",,-0.23%,,,,,,,
07/13/2012,"2,356.40","2,356.40","2,356.40","2,356.40",,1.65%,,,,,,,
07/12/2012,"2,318.09","2,318.09","2,318.09","2,318.09",,-0.50%,,,,,,,
07/11/2012,"2,329.71","2,329.71","2,329.71","2,329.71",,0.01%,,,,,,,
07/10/2012,"2,329.46","2,329.46","2,329.46","2,329.46",,-0.81%,,,,,,,
07/09/2012,"2,348.52","2,348.52","2,348.52","2,348.52",,-0.16%,,,,,,,
07/06/2012,"2,352.34","2,352.34","2,352.34","2,352.34",,-0.91%,,,,,,,
07/05/2012,"2,373.91","2,373.91","2,373.91","2,373.91",,-0.47%,,,,,,,
07/03/2012,"2,385.06","2,385.06","2,385.06","2,385.06",,0.65%,,,,,,,
07/02/2012,"2,369.75","2,369.75","2,369.75","2,369.75",,0.25%,,,,,,,
06/29/2012,"2,363.79","2,363.79","2,363.79","2,363.79",,2.50%,,,,,,,
06/28/2012,"2,306.22","2,306.22","2,306.22","2,306.22",,-0.21%,,,,,,,
06/27/2012,"2,310.98","2,310.98","2,310.98","2,310.98",,0.92%,,,,,,,
06/26/2012,"2,289.86","2,289.86","2,289.86","2,289.86",,0.48%,,,,,,,
06/25/2012,"2,278.98","2,278.98","2,278.98","2,278.98",,-1.58%,,,,,,,
06/22/2012,"2,315.65","2,315.65","2,315.65","2,315.65",,0.72%,,,,,,,
06/21/2012,"2,299.16","2,299.16","2,299.16","2,299.16",,-2.21%,,,,,,,
06/20/2012,"2,351.14","2,351.14","2,351.14","2,351.14",,-0.16%,,,,,,,
06/19/2012,"2,355.01","2,355.01","2,355.01","2,355.01",,0.98%,,,,,,,
06/18/2012,"2,332.07","2,332.07","2,332.07","2,332.07",,0.15%,,,,,,,
06/15/2012,"2,328.66","2,328.66","2,328.66","2,328.66",,1.03%,,,,,,,
06/14/2012,"2,304.83","2,304.83","2,304.83","2,304.83",,1.08%,,,,,,,
06/13/2012,"2,280.13","2,280.13","2,280.13","2,280.13",,-0.67%,,,,,,,
06/12/2012,"2,295.40","2,295.40","2,295.40","2,295.40",,1.17%,,,,,,,
06/11/2012,"2,268.94","2,268.94","2,268.94","2,268.94",,-1.26%,,,,,,,
06/08/2012,"2,297.82","2,297.82","2,297.82","2,297.82",,0.81%,,,,,,,
06/07/2012,"2,279.28","2,279.28","2,279.28","2,279.28",,-0.01%,,,,,,,
06/06/2012,"2,279.42","2,279.42","2,279.42","2,279.42",,2.33%,,,,,,,
06/05/2012,"2,227.45","2,227.45","2,227.45","2,227.45",,0.58%,,,,,,,
06/04/2012,"2,214.70","2,214.70","2,214.70","2,214.70",,0.01%,,,,,,,
06/01/2012,"2,214.41","2,214.41","2,214.41","2,214.41",,-2.46%,,,,,,,
05/31/2012,"2,270.25","2,270.25","2,270.25","2,270.25",,-0.22%,,,,,,,
05/30/2012,"2,275.19","2,275.19","2,275.19","2,275.19",,-1.40%,,,,,,,
05/29/2012,"2,307.57","2,307.57","2,307.57","2,307.57",,1.12%,,,,,,,
05/25/2012,"2,281.92","2,281.92","2,281.92","2,281.92",,-0.22%,,,,,,,
05/24/2012,"2,286.87","2,286.87","2,286.87","2,286.87",,0.15%,,,,,,,
05/23/2012,"2,283.36","2,283.36","2,283.36","2,283.36",,0.17%,,,,,,,
05/22/2012,"2,279.40","2,279.40","2,279.40","2,279.40",,0.05%,,,,,,,
05/21/2012,"2,278.24","2,278.24","2,278.24","2,278.24",,1.61%,,,,,,,
05/18/2012,"2,242.25","2,242.25","2,242.25","2,242.25",,-0.74%,,,,,,,
05/17/2012,"2,258.93","2,258.93","2,258.93","2,258.93",,-1.50%,,,,,,,
05/16/2012,"2,293.21","2,293.21","2,293.21","2,293.21",,-0.41%,,,,,,,
05/15/2012,"2,302.56","2,302.56","2,302.56","2,302.56",,-0.56%,,,,,,,
05/14/2012,"2,315.45","2,315.45","2,315.45","2,315.45",,-1.10%,,,,,,,
05/11/2012,"2,341.23","2,341.23","2,341.23","2,341.23",,-0.33%,,,,,,,
05/10/2012,"2,348.93","2,348.93","2,348.93","2,348.93",,0.28%,,,,,,,
05/09/2012,"2,342.31","2,342.31","2,342.31","2,342.31",,-0.64%,,,,,,,
05/08/2012,"2,357.45","2,357.45","2,357.45","2,357.45",,-0.41%,,,,,,,
05/07/2012,"2,367.26","2,367.26","2,367.26","2,367.26",,0.04%,,,,,,,
05/04/2012,"2,366.39","2,366.39","2,366.39","2,366.39",,-1.61%,,,,,,,
05/03/2012,"2,405.17","2,405.17","2,405.17","2,405.17",,-0.75%,,,,,,,
05/02/2012,"2,423.29","2,423.29","2,423.29","2,423.29",,-0.24%,,,,,,,
05/01/2012,"2,429.10","2,429.10","2,429.10","2,429.10",,0.57%,,,,,,,
04/30/2012,"2,415.42","2,415.42","2,415.42","2,415.42",,-0.39%,,,,,,,
04/27/2012,"2,424.78","2,424.78","2,424.78","2,424.78",,0.24%,,,,,,,
04/26/2012,"2,418.89","2,418.89","2,418.89","2,418.89",,0.67%,,,,,,,
04/25/2012,"2,402.71","2,402.71","2,402.71","2,402.71",,1.38%,,,,,,,
04/24/2012,"2,370.04","2,370.04","2,370.04","2,370.04",,0.37%,,,,,,,
04/23/2012,"2,361.35","2,361.35","2,361.35","2,361.35",,-0.84%,,,,,,,
04/20/2012,"2,381.32","2,381.32","2,381.32","2,381.32",,0.12%,,,,,,,
04/19/2012,"2,378.48","2,378.48","2,378.48","2,378.48",,-0.59%,,,,,,,
04/18/2012,"2,392.57","2,392.57","2,392.57","2,392.57",,-0.40%,,,,,,,
04/17/2012,"2,402.29","2,402.29","2,402.29","2,402.29",,1.55%,,,,,,,
04/16/2012,"2,365.65","2,365.65","2,365.65","2,365.65",,-0.05%,,,,,,,
04/13/2012,"2,366.84","2,366.84","2,366.84","2,366.84",,-1.25%,,,,,,,
04/12/2012,"2,396.69","2,396.69","2,396.69","2,396.69",,1.38%,,,,,,,
04/11/2012,"2,364.09","2,364.09","2,364.09","2,364.09",,0.76%,,,,,,,
04/10/2012,"2,346.27","2,346.27","2,346.27","2,346.27",,-1.71%,,,,,,,
04/09/2012,"2,387.03","2,387.03","2,387.03","2,387.03",,-1.13%,,,,,,,
04/05/2012,"2,414.40","2,414.40","2,414.40","2,414.40",,-0.03%,,,,,,,
04/04/2012,"2,415.05","2,415.05","2,415.05","2,415.05",,-1.02%,,,,,,,
04/03/2012,"2,439.89","2,439.89","2,439.89","2,439.89",,-0.38%,,,,,,,
04/02/2012,"2,449.08","2,449.08","2,449.08","2,449.08",,0.76%,,,,,,,
03/30/2012,"2,430.67","2,430.67","2,430.67","2,430.67",,0.37%,,,,,,,
03/29/2012,"2,421.70","2,421.70","2,421.70","2,421.70",,-0.16%,,,,,,,
03/28/2012,"2,425.55","2,425.55","2,425.55","2,425.55",,-0.47%,,,,,,,
03/27/2012,"2,437.01","2,437.01","2,437.01","2,437.01",,-0.27%,,,,,,,
03/26/2012,"2,443.64","2,443.64","2,443.64","2,443.64",,1.39%,,,,,,,
03/23/2012,"2,410.16","2,410.16","2,410.16","2,410.16",,0.31%,,,,,,,
03/22/2012,"2,402.71","2,402.71","2,402.71","2,402.71",,-0.72%,,,,,,,
03/21/2012,"2,420.02","2,420.02","2,420.02","2,420.02",,-0.18%,,,,,,,
03/20/2012,"2,424.46","2,424.46","2,424.46","2,424.46",,-0.30%,,,,,,,
