תאריך,שער,פתיחה,גבוה,נמוך,נפח,שינוי %,,,,,
28.06.2018,3.306,3.30895,3.31925,3.3009,,-0.02%,,,,,
27.06.2018,3.3067,3.30425,3.32355,3.29425,,0.14%,,,,,
26.06.2018,3.302,3.29675,3.3163,3.29585,,0.24%,,,,,
25.06.2018,3.2942,3.27745,3.3096,3.2762,,0.57%,,,,,
22.06.2018,3.2756,3.29345,3.2955,3.2742,,-0.47%,,,,,
21.06.2018,3.2912,3.2815,3.2974,3.2689,,0.35%,,,,,
20.06.2018,3.2797,3.29885,3.3082,3.2782,,-0.52%,,,,,
19.06.2018,3.2969,3.2937,3.33475,3.2911,,0.15%,,,,,
18.06.2018,3.2918,3.27495,3.29895,3.27295,,0.58%,,,,,
15.06.2018,3.2727,3.26905,3.2943,3.25245,,0.15%,,,,,
14.06.2018,3.2677,3.25425,3.2766,3.249,,0.50%,,,,,
13.06.2018,3.2515,3.25005,3.2607,3.2395,,0.11%,,,,,
12.06.2018,3.2478,3.24405,3.25545,3.23145,,0.19%,,,,,
11.06.2018,3.2418,3.25955,3.2695,3.2405,,-0.41%,,,,,
08.06.2018,3.255,3.25475,3.27495,3.24965,,0.08%,,,,,
07.06.2018,3.2525,3.24135,3.25905,3.2354,,0.42%,,,,,
06.06.2018,3.2388,3.24805,3.2496,3.2292,,-0.21%,,,,,
05.06.2018,3.2456,3.2476,3.26505,3.23905,,-0.01%,,,,,
04.06.2018,3.2458,3.24575,3.2687,3.23885,,0.02%,,,,,
01.06.2018,3.2453,3.2721,3.2769,3.23185,,-0.75%,,,,,
31.05.2018,3.2698,3.2777,3.293,3.26975,,-0.19%,,,,,
30.05.2018,3.2759,3.3024,3.3169,3.26885,,-0.73%,,,,,
29.05.2018,3.3001,3.26645,3.3271,3.26445,,1.10%,,,,,
28.05.2018,3.2641,3.25315,3.27585,3.23935,,0.32%,,,,,
25.05.2018,3.2537,3.26275,3.268,3.23835,,-0.21%,,,,,
24.05.2018,3.2605,3.24475,3.2774,3.243,,0.59%,,,,,
23.05.2018,3.2413,3.21065,3.2667,3.2059,,1.02%,,,,,
22.05.2018,3.2087,3.2171,3.2291,3.2035,,-0.19%,,,,,
21.05.2018,3.2147,3.2444,3.24645,3.21415,,-0.84%,,,,,
18.05.2018,3.2419,3.24355,3.25275,3.23165,,0.02%,,,,,
17.05.2018,3.2412,3.24885,3.2561,3.22805,,-0.18%,,,,,
16.05.2018,3.2469,3.2615,3.271,3.2482,,-0.38%,,,,,
15.05.2018,3.2592,3.2762,3.27825,3.2521,,-0.45%,,,,,
14.05.2018,3.2739,3.26815,3.2797,3.2586,,0.24%,,,,,
11.05.2018,3.2659,3.2577,3.27605,3.25325,,0.31%,,,,,
10.05.2018,3.2557,3.26565,3.2767,3.2358,,-0.25%,,,,,
09.05.2018,3.2637,3.3159,3.32625,3.26045,,-1.51%,,,,,
08.05.2018,3.3136,3.30545,3.3181,3.294,,0.29%,,,,,
07.05.2018,3.3041,3.31145,3.32325,3.3001,,-0.13%,,,,,
04.05.2018,3.3083,3.3119,3.3352,3.30795,,-0.05%,,,,,
03.05.2018,3.3098,3.29915,3.32805,3.29545,,0.40%,,,,,
02.05.2018,3.2966,3.2842,3.3019,3.2754,,0.44%,,,,,
01.05.2018,3.282,3.2891,3.3059,3.2811,,-0.19%,,,,,
30.04.2018,3.2881,3.29055,3.3019,3.27815,,-0.02%,,,,,
27.04.2018,3.2886,3.28135,3.2954,3.27895,,0.29%,,,,,
26.04.2018,3.2791,3.27895,3.29075,3.26755,,0.08%,,,,,
25.04.2018,3.2765,3.2764,3.2963,3.2664,,0.08%,,,,,
24.04.2018,3.2739,3.26195,3.2837,3.25005,,0.42%,,,,,
23.04.2018,3.2601,3.2794,3.2846,3.25815,,-0.47%,,,,,
20.04.2018,3.2754,3.279,3.2859,3.26695,,-0.04%,,,,,
19.04.2018,3.2767,3.27635,3.28495,3.2647,,0.07%,,,,,
18.04.2018,3.2743,3.2824,3.28645,3.2698,,-0.17%,,,,,
17.04.2018,3.28,3.29335,3.3004,3.2802,,-0.33%,,,,,
16.04.2018,3.291,3.27505,3.29865,3.2607,,0.53%,,,,,
13.04.2018,3.2737,3.2716,3.28405,3.25235,,0.13%,,,,,
12.04.2018,3.2693,3.28625,3.29765,3.267,,-0.44%,,,,,
11.04.2018,3.2836,3.26605,3.29885,3.26535,,0.61%,,,,,
10.04.2018,3.2636,3.2965,3.3041,3.259,,-0.93%,,,,,
09.04.2018,3.2942,3.3061,3.3101,3.28315,,-0.31%,,,,,
06.04.2018,3.3043,3.28555,3.31265,3.28225,,0.67%,,,,,
05.04.2018,3.2824,3.31185,3.31505,3.28065,,-0.83%,,,,,
04.04.2018,3.3099,3.3112,3.34335,3.30625,,-0.02%,,,,,
03.04.2018,3.3104,3.33045,3.33635,3.30545,,-0.54%,,,,,
02.04.2018,3.3284,3.28505,3.33085,3.2803,,1.37%,,,,,
30.03.2018,3.2834,3.29385,3.3049,3.2826,,-0.25%,,,,,
29.03.2018,3.2916,3.28185,3.30555,3.2795,,0.36%,,,,,
28.03.2018,3.2798,3.31245,3.31875,3.27645,,-0.91%,,,,,
27.03.2018,3.31,3.3173,3.3193,3.28755,,-0.15%,,,,,
26.03.2018,3.3149,3.32735,3.33675,3.3131,,-0.29%,,,,,
23.03.2018,3.3246,3.3063,3.3367,3.3049,,0.63%,,,,,
22.03.2018,3.3039,3.2671,3.3174,3.26565,,1.20%,,,,,
21.03.2018,3.2646,3.2659,3.2983,3.26195,,0.02%,,,,,
20.03.2018,3.2641,3.2727,3.2801,3.26265,,-0.19%,,,,,
19.03.2018,3.2702,3.2601,3.2837,3.2549,,0.31%,,,,,
16.03.2018,3.2602,3.24585,3.2719,3.24165,,0.52%,,,,,
15.03.2018,3.2433,3.232,3.2546,3.2251,,0.40%,,,,,
14.03.2018,3.2304,3.2201,3.2397,3.2102,,0.39%,,,,,
13.03.2018,3.2178,3.2359,3.2416,3.2073,,-0.48%,,,,,
12.03.2018,3.2334,3.22485,3.23965,3.21725,,0.38%,,,,,
09.03.2018,3.2213,3.25515,3.25665,3.2137,,-1.00%,,,,,
08.03.2018,3.254,3.25925,3.2656,3.24725,,-0.09%,,,,,
07.03.2018,3.2569,3.25825,3.2897,3.2535,,0.04%,,,,,
06.03.2018,3.2557,3.26345,3.28145,3.2472,,-0.17%,,,,,
05.03.2018,3.2611,3.2564,3.28245,3.2552,,0.27%,,,,,
02.03.2018,3.2522,3.2647,3.28,3.2428,,-0.32%,,,,,
01.03.2018,3.2626,3.25935,3.2696,3.24505,,0.16%,,,,,
28.02.2018,3.2574,3.2455,3.2605,3.2347,,0.44%,,,,,
27.02.2018,3.243,3.2572,3.26415,3.23195,,-0.37%,,,,,
26.02.2018,3.2551,3.259,3.281,3.2487,,-0.16%,,,,,
23.02.2018,3.2602,3.27215,3.27935,3.258,,-0.32%,,,,,
22.02.2018,3.2706,3.24355,3.27745,3.242,,0.91%,,,,,
21.02.2018,3.241,3.26,3.2635,3.2349,,-0.52%,,,,,
20.02.2018,3.2578,3.29025,3.29225,3.2553,,-0.94%,,,,,
19.02.2018,3.2886,3.33155,3.3429,3.28735,,-1.37%,,,,,
16.02.2018,3.3344,3.33035,3.35185,3.32105,,0.18%,,,,,
15.02.2018,3.3284,3.2922,3.33665,3.29115,,1.17%,,,,,
14.02.2018,3.29,3.27945,3.31125,3.27475,,0.36%,,,,,
13.02.2018,3.2781,3.24035,3.29305,3.23695,,1.24%,,,,,
12.02.2018,3.2381,3.23165,3.25285,3.22705,,0.26%,,,,,
09.02.2018,3.2297,3.23465,3.2734,3.2104,,-0.10%,,,,,
08.02.2018,3.2328,3.1966,3.2374,3.17675,,1.21%,,,,,
07.02.2018,3.1943,3.17835,3.20185,3.1737,,0.58%,,,,,
06.02.2018,3.1758,3.16915,3.1991,3.16465,,0.30%,,,,,
05.02.2018,3.1663,3.13145,3.174,3.12575,,1.10%,,,,,
02.02.2018,3.1317,3.13565,3.13845,3.1124,,-0.05%,,,,,
01.02.2018,3.1334,3.1319,3.14085,3.11225,,0.12%,,,,,
31.01.2018,3.1297,3.14235,3.14715,3.11745,,-0.35%,,,,,
30.01.2018,3.1406,3.11925,3.1492,3.11445,,0.75%,,,,,
29.01.2018,3.1173,3.1194,3.13775,3.11195,,0.01%,,,,,
26.01.2018,3.117,3.103,3.13365,3.09175,,0.52%,,,,,
25.01.2018,3.101,3.12205,3.133,3.0936,,-0.60%,,,,,
24.01.2018,3.1197,3.09185,3.1303,3.09035,,0.97%,,,,,
23.01.2018,3.0897,3.07885,3.1013,3.0707,,0.40%,,,,,
22.01.2018,3.0774,3.08425,3.09395,3.07405,,-0.15%,,,,,
19.01.2018,3.082,3.07565,3.0946,3.074,,0.27%,,,,,
18.01.2018,3.0738,3.0935,3.09795,3.0716,,-0.58%,,,,,
17.01.2018,3.0916,3.10645,3.1218,3.08785,,-0.41%,,,,,
16.01.2018,3.1042,3.0766,3.115,3.0628,,0.99%,,,,,
15.01.2018,3.0739,3.0566,3.0807,3.05315,,0.63%,,,,,
12.01.2018,3.0548,3.07295,3.07865,3.04725,,-0.49%,,,,,
11.01.2018,3.0699,3.07505,3.07985,3.05925,,-0.12%,,,,,
10.01.2018,3.0736,3.05565,3.0831,3.0519,,0.64%,,,,,
09.01.2018,3.0541,3.0485,3.06765,3.04595,,0.22%,,,,,
08.01.2018,3.0474,3.03595,3.0533,3.03075,,0.47%,,,,,
05.01.2018,3.0332,3.05755,3.059,3.03145,,-0.70%,,,,,
04.01.2018,3.0546,3.06825,3.0723,3.0531,,-0.39%,,,,,
03.01.2018,3.0667,3.0754,3.0878,3.0649,,-0.21%,,,,,
02.01.2018,3.0733,3.08,3.08725,3.07355,,-0.19%,,,,,
01.01.2018,3.079,3.0888,3.0888,3.07925,,-0.22%,,,,,
29.12.2017,3.0858,3.0736,3.0937,3.06955,,0.48%,,,,,
28.12.2017,3.0711,3.069,3.0921,3.06635,,0.11%,,,,,
27.12.2017,3.0677,3.08175,3.09575,3.0596,,-0.41%,,,,,
26.12.2017,3.0802,3.0749,3.08725,3.07245,,0.25%,,,,,
25.12.2017,3.0725,3.0739,3.0791,3.0727,,-0.03%,,,,,
22.12.2017,3.0735,3.0761,3.0822,3.06795,,-0.01%,,,,,
21.12.2017,3.0739,3.0823,3.08925,3.0684,,-0.19%,,,,,
20.12.2017,3.0799,3.102,3.1042,3.0784,,-0.64%,,,,,
19.12.2017,3.0998,3.11465,3.11675,3.0973,,-0.40%,,,,,
18.12.2017,3.1123,3.1217,3.1251,3.1111,,-0.28%,,,,,
15.12.2017,3.1209,3.13285,3.1482,3.11575,,-0.34%,,,,,
14.12.2017,3.1317,3.1305,3.1416,3.12005,,0.12%,,,,,
13.12.2017,3.128,3.1238,3.13755,3.11985,,0.21%,,,,,
12.12.2017,3.1216,3.1083,3.12875,3.1075,,0.45%,,,,,
11.12.2017,3.1075,3.1021,3.11485,3.0991,,0.14%,,,,,
08.12.2017,3.1032,3.11055,3.1132,3.0987,,-0.16%,,,,,
07.12.2017,3.1083,3.13055,3.13335,3.10685,,-0.64%,,,,,
06.12.2017,3.1282,3.11235,3.13895,3.1112,,0.55%,,,,,
05.12.2017,3.111,3.1023,3.1145,3.0933,,0.36%,,,,,
04.12.2017,3.0998,3.0978,3.1054,3.0849,,-0.26%,,,,,
01.12.2017,3.1078,3.10625,3.1274,3.0887,,0.11%,,,,,
30.11.2017,3.1043,3.1309,3.1326,3.10175,,-0.79%,,,,,
29.11.2017,3.129,3.1491,3.1517,3.1269,,-0.54%,,,,,
28.11.2017,3.146,3.1503,3.15775,3.1376,,-0.07%,,,,,
27.11.2017,3.1483,3.14745,3.1598,3.14025,,0.17%,,,,,
24.11.2017,3.143,3.15705,3.1615,3.14195,,-0.40%,,,,,
23.11.2017,3.1555,3.1558,3.16165,3.14985,,0.06%,,,,,
22.11.2017,3.1535,3.12645,3.1597,3.12465,,0.90%,,,,,
21.11.2017,3.1253,3.1224,3.14305,3.11885,,0.17%,,,,,
20.11.2017,3.1201,3.1355,3.149,3.1192,,-0.42%,,,,,
17.11.2017,3.1332,3.11115,3.14025,3.1082,,0.79%,,,,,
16.11.2017,3.1085,3.12665,3.1316,3.1083,,-0.53%,,,,,
15.11.2017,3.125,3.1167,3.1397,3.11565,,0.31%,,,,,
14.11.2017,3.1153,3.11825,3.12845,3.1129,,-0.03%,,,,,
13.11.2017,3.1161,3.126,3.1305,3.11635,,-0.27%,,,,,
10.11.2017,3.1245,3.1069,3.1296,3.10435,,0.63%,,,,,
09.11.2017,3.105,3.08305,3.1178,3.07575,,0.76%,,,,,
08.11.2017,3.0816,3.0839,3.09705,3.0816,,0.01%,,,,,
07.11.2017,3.0813,3.08375,3.0913,3.07185,,-0.01%,,,,,
06.11.2017,3.0816,3.0814,3.08475,3.0586,,0.16%,,,,,
03.11.2017,3.0766,3.0749,3.08545,3.06575,,0.12%,,,,,
02.11.2017,3.073,3.076,3.08645,3.06955,,-0.05%,,,,,
01.11.2017,3.0744,3.0986,3.09935,3.07355,,-0.71%,,,,,
31.10.2017,3.0964,3.11385,3.12015,3.0946,,-0.50%,,,,,
30.10.2017,3.1119,3.109,3.1197,3.0975,,0.18%,,,,,
27.10.2017,3.1062,3.0951,3.1188,3.08645,,0.42%,,,,,
26.10.2017,3.0932,3.0843,3.10135,3.08385,,0.35%,,,,,
25.10.2017,3.0823,3.0769,3.0924,3.0717,,0.22%,,,,,
24.10.2017,3.0754,3.07975,3.08495,3.0704,,-0.07%,,,,,
23.10.2017,3.0776,3.0713,3.08555,3.0618,,0.13%,,,,,
20.10.2017,3.0737,3.0987,3.10035,3.07145,,-0.73%,,,,,
19.10.2017,3.0962,3.10245,3.1146,3.09255,,-0.16%,,,,,
18.10.2017,3.1011,3.1296,3.13105,3.09795,,-0.84%,,,,,
17.10.2017,3.1274,3.115,3.134,3.1113,,0.46%,,,,,
16.10.2017,3.1131,3.127,3.1359,3.1124,,-0.50%,,,,,
13.10.2017,3.1287,3.1169,3.1345,3.1116,,0.45%,,,,,
12.10.2017,3.1147,3.10105,3.11935,3.0987,,0.49%,,,,,
11.10.2017,3.0995,3.1069,3.1276,3.10015,,-0.17%,,,,,
10.10.2017,3.1047,3.1161,3.12195,3.10675,,-0.33%,,,,,
09.10.2017,3.1149,3.1236,3.1339,3.1108,,-0.25%,,,,,
06.10.2017,3.1228,3.1239,3.12655,3.1047,,0.04%,,,,,
05.10.2017,3.1217,3.1161,3.125,3.1086,,0.25%,,,,,
04.10.2017,3.1139,3.1282,3.13905,3.11185,,-0.39%,,,,,
03.10.2017,3.126,3.1376,3.1401,3.1203,,-0.28%,,,,,
02.10.2017,3.1349,3.1406,3.1443,3.1284,,-0.17%,,,,,
29.09.2017,3.1401,3.14225,3.14495,3.12775,,0.00%,,,,,
28.09.2017,3.1402,3.13945,3.14505,3.12475,,0.09%,,,,,
27.09.2017,3.1373,3.1418,3.14885,3.13055,,-0.11%,,,,,
26.09.2017,3.1408,3.14925,3.16305,3.1368,,-0.20%,,,,,
25.09.2017,3.147,3.1194,3.15665,3.10775,,0.96%,,,,,
22.09.2017,3.1172,3.1184,3.14155,3.1084,,0.03%,,,,,
21.09.2017,3.1162,3.1337,3.1368,3.1159,,-0.48%,,,,,
20.09.2017,3.1312,3.1475,3.15355,3.1255,,-0.46%,,,,,
19.09.2017,3.1456,3.1604,3.16595,3.1385,,-0.40%,,,,,
18.09.2017,3.1582,3.17635,3.17635,3.1571,,-0.53%,,,,,
15.09.2017,3.1749,3.1934,3.2139,3.15835,,-0.49%,,,,,
14.09.2017,3.1905,3.2064,3.21515,3.1782,,-0.43%,,,,,
13.09.2017,3.2043,3.2158,3.22225,3.19895,,-0.30%,,,,,
12.09.2017,3.2141,3.2193,3.2272,3.20945,,-0.10%,,,,,
11.09.2017,3.2173,3.24535,3.2539,3.21675,,-1.12%,,,,,
08.09.2017,3.2538,3.2469,3.27845,3.24555,,0.29%,,,,,
07.09.2017,3.2444,3.2491,3.2605,3.2276,,-0.07%,,,,,
06.09.2017,3.2468,3.28205,3.2913,3.24465,,-0.99%,,,,,
05.09.2017,3.2793,3.25595,3.2863,3.25235,,0.77%,,,,,
04.09.2017,3.2542,3.26795,3.2743,3.2516,,0.51%,,,,,
01.09.2017,3.2377,3.25975,3.26125,3.23635,,-0.59%,,,,,
31.08.2017,3.2569,3.2578,3.26375,3.2418,,0.04%,,,,,
30.08.2017,3.2557,3.2551,3.2616,3.2432,,0.09%,,,,,
29.08.2017,3.2527,3.2783,3.3037,3.24985,,-0.71%,,,,,
28.08.2017,3.276,3.282,3.2861,3.2717,,0.02%,,,,,
25.08.2017,3.2752,3.28145,3.2879,3.2693,,-0.11%,,,,,
24.08.2017,3.2787,3.30835,3.317,3.2806,,-0.84%,,,,,
23.08.2017,3.3064,3.30265,3.32035,3.29545,,0.18%,,,,,
22.08.2017,3.3006,3.31885,3.32225,3.3014,,-0.49%,,,,,
21.08.2017,3.3167,3.31135,3.33155,3.3067,,0.16%,,,,,
18.08.2017,3.3115,3.3076,3.33445,3.3033,,0.18%,,,,,
17.08.2017,3.3056,3.28435,3.3133,3.28285,,0.73%,,,,,
16.08.2017,3.2818,3.2682,3.28665,3.2528,,0.48%,,,,,
15.08.2017,3.2661,3.26855,3.27815,3.2412,,-0.02%,,,,,
14.08.2017,3.2667,3.28855,3.28945,3.25845,,-0.47%,,,,,
11.08.2017,3.2821,3.28455,3.29875,3.27485,,0.00%,,,,,
10.08.2017,3.2821,3.2678,3.28645,3.264,,0.52%,,,,,
09.08.2017,3.2651,3.27105,3.28795,3.2649,,-0.10%,,,,,
08.08.2017,3.2685,3.26415,3.27935,3.2525,,0.19%,,,,,
07.08.2017,3.2622,3.2848,3.2848,3.2596,,-0.48%,,,,,
04.08.2017,3.278,3.2711,3.29325,3.26495,,0.26%,,,,,
03.08.2017,3.2695,3.23085,3.2807,3.2276,,1.29%,,,,,
02.08.2017,3.228,3.22755,3.2485,3.2055,,0.07%,,,,,
01.08.2017,3.2259,3.23,3.24125,3.2237,,-0.10%,,,,,
31.07.2017,3.229,3.2175,3.2353,3.20635,,0.53%,,,,,
28.07.2017,3.212,3.19835,3.2243,3.19305,,0.61%,,,,,
27.07.2017,3.1926,3.20135,3.2128,3.18,,-0.20%,,,,,
26.07.2017,3.199,3.195,3.20645,3.1792,,0.19%,,,,,
25.07.2017,3.1928,3.20975,3.22,3.1852,,-0.37%,,,,,
24.07.2017,3.2046,3.21675,3.2503,3.205,,-0.17%,,,,,
21.07.2017,3.2101,3.17695,3.21925,3.16945,,1.11%,,,,,
20.07.2017,3.1749,3.1866,3.1928,3.1682,,-0.29%,,,,,
19.07.2017,3.1841,3.18425,3.2117,3.17925,,0.09%,,,,,
18.07.2017,3.1812,3.1767,3.1985,3.172,,0.20%,,,,,
17.07.2017,3.1747,3.15285,3.1851,3.1495,,0.57%,,,,,
14.07.2017,3.1567,3.12425,3.1683,3.11555,,1.20%,,,,,
13.07.2017,3.1194,3.12755,3.13855,3.11765,,-0.19%,,,,,
12.07.2017,3.1254,3.12835,3.1504,3.1233,,-0.01%,,,,,
11.07.2017,3.1257,3.11085,3.13745,3.10015,,0.55%,,,,,
10.07.2017,3.1085,3.10605,3.1194,3.0968,,0.09%,,,,,
07.07.2017,3.1056,3.11625,3.1203,3.09565,,-0.29%,,,,,
06.07.2017,3.1145,3.09785,3.126,3.09555,,0.61%,,,,,
05.07.2017,3.0957,3.10315,3.1175,3.09275,,-0.12%,,,,,
04.07.2017,3.0994,3.09125,3.11165,3.08615,,0.42%,,,,,
03.07.2017,3.0864,3.1123,3.1179,3.0867,,-0.39%,,,,,
30.06.2017,3.0985,3.111,3.13085,3.0959,,-0.24%,,,,,
29.06.2017,3.106,3.11995,3.12575,3.089,,-0.39%,,,,,
28.06.2017,3.1182,3.1316,3.14875,3.1156,,-0.35%,,,,,
27.06.2017,3.1293,3.14915,3.15915,3.12635,,-0.58%,,,,,
26.06.2017,3.1475,3.1865,3.18765,3.14415,,-0.95%,,,,,
23.06.2017,3.1778,3.1859,3.1917,3.17555,,-0.19%,,,,,
22.06.2017,3.1839,3.1781,3.1976,3.1762,,0.29%,,,,,
21.06.2017,3.1748,3.178,3.19625,3.1712,,-0.03%,,,,,
20.06.2017,3.1758,3.16405,3.1852,3.15325,,0.47%,,,,,
19.06.2017,3.1609,3.17805,3.18395,3.15685,,-0.28%,,,,,
16.06.2017,3.1697,3.18125,3.1894,3.16295,,-0.24%,,,,,
15.06.2017,3.1774,3.214,3.22385,3.17745,,-1.05%,,,,,
14.06.2017,3.2112,3.20515,3.22795,3.195,,0.24%,,,,,
13.06.2017,3.2036,3.2215,3.227,3.1996,,-0.52%,,,,,
12.06.2017,3.2203,3.1975,3.2327,3.1928,,0.74%,,,,,
09.06.2017,3.1968,3.20605,3.21525,3.1851,,-0.20%,,,,,
08.06.2017,3.2032,3.22255,3.23455,3.19945,,-0.53%,,,,,
07.06.2017,3.2203,3.2361,3.2507,3.21885,,-0.45%,,,,,
06.06.2017,3.2347,3.20735,3.2488,3.20325,,1.01%,,,,,
05.06.2017,3.2024,3.2138,3.21905,3.2018,,-0.23%,,,,,
02.06.2017,3.2098,3.1914,3.2174,3.1814,,0.64%,,,,,
01.06.2017,3.1894,3.19495,3.20175,3.1832,,-0.05%,,,,,
31.05.2017,3.1911,3.19795,3.20645,3.1848,,-0.15%,,,,,
30.05.2017,3.1958,3.2025,3.2224,3.1892,,-0.12%,,,,,
29.05.2017,3.1997,3.2095,3.22045,3.19645,,-0.31%,,,,,
26.05.2017,3.2097,3.19085,3.22345,3.18825,,0.63%,,,,,
25.05.2017,3.1896,3.2134,3.2149,3.1877,,-0.70%,,,,,
24.05.2017,3.2121,3.21365,3.22055,3.2002,,0.02%,,,,,
23.05.2017,3.2113,3.22095,3.23805,3.21125,,-0.23%,,,,,
22.05.2017,3.2187,3.2197,3.23235,3.20945,,0.10%,,,,,
19.05.2017,3.2156,3.22355,3.2365,3.2044,,-0.19%,,,,,
18.05.2017,3.2216,3.25715,3.28345,3.2168,,-1.03%,,,,,
17.05.2017,3.2551,3.18125,3.25975,3.17775,,2.45%,,,,,
16.05.2017,3.1772,3.1678,3.19235,3.16195,,0.36%,,,,,
15.05.2017,3.1659,3.1799,3.1832,3.16245,,-0.26%,,,,,
12.05.2017,3.174,3.16965,3.1878,3.16345,,0.21%,,,,,
11.05.2017,3.1675,3.15155,3.18415,3.1495,,0.57%,,,,,
10.05.2017,3.1497,3.1641,3.1757,3.1513,,-0.39%,,,,,
09.05.2017,3.1619,3.17905,3.18395,3.1484,,-0.48%,,,,,
08.05.2017,3.1772,3.18115,3.2083,3.17595,,-0.17%,,,,,
05.05.2017,3.1825,3.20665,3.2232,3.1817,,-0.61%,,,,,
04.05.2017,3.2019,3.2099,3.21705,3.1957,,-0.17%,,,,,
03.05.2017,3.2074,3.2208,3.23075,3.2056,,-0.34%,,,,,
02.05.2017,3.2183,3.23105,3.2364,3.21305,,-0.34%,,,,,
01.05.2017,3.2293,3.255,3.2581,3.2289,,-0.52%,,,,,
28.04.2017,3.2462,3.26395,3.27425,3.24025,,-0.44%,,,,,
27.04.2017,3.2607,3.2759,3.28025,3.2588,,-0.36%,,,,,
26.04.2017,3.2725,3.27595,3.28325,3.2554,,-0.06%,,,,,
25.04.2017,3.2746,3.32525,3.3334,3.2718,,-1.43%,,,,,
24.04.2017,3.322,3.3699,3.37145,3.29785,,-1.23%,,,,,
21.04.2017,3.3633,3.3586,3.3814,3.35465,,0.22%,,,,,
20.04.2017,3.3559,3.373,3.3768,3.3444,,-0.36%,,,,,
19.04.2017,3.3679,3.37985,3.3922,3.35655,,-0.28%,,,,,
18.04.2017,3.3774,3.35925,3.39205,3.3508,,0.60%,,,,,
17.04.2017,3.3573,3.37615,3.3868,3.3536,,-0.12%,,,,,
14.04.2017,3.3612,3.3578,3.3736,3.352,,0.19%,,,,,
13.04.2017,3.3549,3.34,3.3654,3.33335,,0.61%,,,,,
12.04.2017,3.3347,3.33555,3.3558,3.32465,,0.03%,,,,,
11.04.2017,3.3336,3.2982,3.34155,3.2969,,1.20%,,,,,
10.04.2017,3.294,3.28485,3.30755,3.27105,,0.26%,,,,,
07.04.2017,3.2856,3.28995,3.3176,3.27535,,-0.09%,,,,,
06.04.2017,3.2884,3.29435,3.3144,3.2786,,-0.10%,,,,,
05.04.2017,3.2918,3.29735,3.31075,3.27705,,-0.12%,,,,,
04.04.2017,3.2957,3.2772,3.30895,3.2745,,0.71%,,,,,
03.04.2017,3.2724,3.26315,3.28465,3.24995,,0.49%,,,,,
31.03.2017,3.2563,3.2447,3.26495,3.2358,,0.43%,,,,,
30.03.2017,3.2422,3.25795,3.26835,3.2431,,-0.40%,,,,,
29.03.2017,3.2552,3.25185,3.27825,3.24635,,0.20%,,,,,
28.03.2017,3.2488,3.26395,3.2807,3.24965,,-0.39%,,,,,
27.03.2017,3.2615,3.2676,3.3034,3.26015,,0.05%,,,,,
24.03.2017,3.26,3.29,3.295,3.265,,-0.91%,,,,,
23.03.2017,3.29,3.28,3.3,3.265,,0.30%,,,,,
22.03.2017,3.28,3.255,3.295,3.245,,0.92%,,,,,
21.03.2017,3.25,3.22,3.265,3.205,,0.93%,,,,,
20.03.2017,3.22,3.225,3.235,3.205,,0.00%,,,,,
17.03.2017,3.22,3.2,3.23,3.195,,0.62%,,,,,
16.03.2017,3.2,3.205,3.215,3.195,,0.00%,,,,,
15.03.2017,3.2,3.195,3.215,3.175,,0.31%,,,,,
14.03.2017,3.19,3.19,3.205,3.18,,0.00%,,,,,
13.03.2017,3.19,3.195,3.205,3.185,,-0.31%,,,,,
10.03.2017,3.2,3.205,3.205,3.18,,0.00%,,,,,
09.03.2017,3.2,3.23,3.235,3.2,,-0.93%,,,,,
08.03.2017,3.23,3.225,3.235,3.21,,0.31%,,,,,
07.03.2017,3.22,3.23,3.235,3.22,,-0.31%,,,,,
06.03.2017,3.23,3.245,3.255,3.22,,-0.31%,,,,,
03.03.2017,3.24,3.23,3.25,3.225,,0.31%,,,,,
02.03.2017,3.23,3.22,3.235,3.205,,0.31%,,,,,
01.03.2017,3.22,3.23,3.235,3.19,,-0.31%,,,,,
28.02.2017,3.23,3.255,3.27,3.23,,-0.62%,,,,,
27.02.2017,3.25,3.295,3.3,3.25,,-1.22%,,,,,
24.02.2017,3.29,3.285,3.305,3.275,,0.30%,,,,,
23.02.2017,3.28,3.26,3.285,3.26,,0.61%,,,,,
22.02.2017,3.26,3.255,3.285,3.255,,0.31%,,,,,
21.02.2017,3.25,3.285,3.285,3.245,,-0.91%,,,,,
20.02.2017,3.28,3.285,3.285,3.265,,0.00%,,,,,
17.02.2017,3.28,3.28,3.3,3.27,,0.00%,,,,,
16.02.2017,3.28,3.275,3.295,3.255,,0.31%,,,,,
15.02.2017,3.27,3.28,3.285,3.26,,-0.30%,,,,,
14.02.2017,3.28,3.295,3.315,3.275,,-0.30%,,,,,
13.02.2017,3.29,3.315,3.315,3.285,,-0.60%,,,,,
10.02.2017,3.31,3.305,3.325,3.29,,0.30%,,,,,
09.02.2017,3.3,3.35,3.355,3.305,,-1.49%,,,,,
08.02.2017,3.35,3.34,3.36,3.325,,0.60%,,,,,
07.02.2017,3.33,3.345,3.355,3.33,,-0.30%,,,,,
06.02.2017,3.34,3.345,3.355,3.325,,0.30%,,,,,
03.02.2017,3.33,3.335,3.345,3.31,,0.00%,,,,,
02.02.2017,3.33,3.335,3.355,3.325,,0.00%,,,,,
01.02.2017,3.33,3.345,3.345,3.315,,-0.30%,,,,,
31.01.2017,3.34,3.315,3.365,3.305,,0.60%,,,,,
30.01.2017,3.32,3.285,3.325,3.28,,1.22%,,,,,
